Time [10ms], UTC, Lat, Lon, Alt [m], Speed [km/h], Course [deg], Fix, NumSat, HDOP
60, 065454.30, 37.3830608, 23.2480863, 15.60, 0.39, 231.98, 1, 7, 1.32
60, 065454.30, 37.3830608, 23.2480863, 15.60, 0.39, 231.98, 1, 7, 1.32
70, 065454.40, 37.3830650, 23.2480847, 15.10, 0.34, 0.00, 1, 7, 1.32
70, 065454.40, 37.3830650, 23.2480847, 15.10, 0.34, 0.00, 1, 7, 1.32
80, 065454.50, 37.3830685, 23.2480832, 14.60, 0.05, 0.00, 1, 7, 1.32
90, 065454.60, 37.3830713, 23.2480820, 14.20, 0.05, 0.00, 1, 7, 1.32
100, 065454.70, 37.3830740, 23.2480808, 13.80, 0.16, 0.00, 1, 7, 1.32
110, 065454.80, 37.3830773, 23.2480803, 13.30, 0.30, 0.00, 1, 7, 1.32
120, 065454.90, 37.3830798, 23.2480798, 12.90, 0.45, 292.30, 1, 7, 1.32
130, 065455.00, 37.3830865, 23.2480797, 12.00, 0.44, 0.00, 1, 7, 1.32
140, 065455.10, 37.3830920, 23.2480795, 11.20, 0.49, 297.09, 1, 7, 1.32
150, 065455.20, 37.3830970, 23.2480798, 10.50, 0.59, 24.78, 1, 7, 1.32
160, 065455.30, 37.3831020, 23.2480797, 9.90, 0.40, 359.06, 1, 7, 1.32
170, 065455.40, 37.3831062, 23.2480798, 9.40, 0.34, 0.00, 1, 7, 1.32
180, 065455.50, 37.3831098, 23.2480797, 8.90, 0.37, 342.59, 1, 7, 1.32
190, 065455.60, 37.3831132, 23.2480797, 8.50, 0.13, 0.00, 1, 7, 1.32
200, 065455.70, 37.3831157, 23.2480795, 8.20, 0.04, 0.00, 1, 7, 1.32
210, 065455.80, 37.3831182, 23.2480795, 7.80, 0.35, 0.00, 1, 7, 1.32
220, 065455.90, 37.3831198, 23.2480793, 7.60, 0.16, 0.00, 1, 7, 1.32
230, 065456.00, 37.3831197, 23.2480803, 7.40, 0.31, 0.00, 1, 7, 1.32
240, 065456.10, 37.3831202, 23.2480812, 7.20, 0.04, 0.00, 1, 7, 1.32
250, 065456.20, 37.3831203, 23.2480820, 7.00, 0.36, 0.00, 1, 7, 1.32
260, 065456.30, 37.3831207, 23.2480830, 6.80, 0.13, 0.00, 1, 7, 1.32
270, 065456.40, 37.3831213, 23.2480838, 6.70, 0.15, 0.00, 1, 7, 1.32
280, 065456.50, 37.3831218, 23.2480848, 6.50, 0.11, 0.00, 1, 7, 1.32
290, 065456.60, 37.3831227, 23.2480857, 6.30, 0.22, 0.00, 1, 7, 1.32
300, 065456.70, 37.3831235, 23.2480865, 6.10, 0.13, 0.00, 1, 7, 1.32
310, 065456.80, 37.3831240, 23.2480872, 5.90, 0.33, 0.00, 1, 7, 1.32
320, 065456.90, 37.3831238, 23.2480880, 5.90, 0.25, 0.00, 1, 7, 1.32
330, 065457.00, 37.3831240, 23.2480893, 5.90, 0.23, 0.00, 1, 7, 1.32
340, 065457.10, 37.3831243, 23.2480907, 5.80, 0.08, 0.00, 1, 7, 1.32
350, 065457.20, 37.3831247, 23.2480918, 5.70, 0.24, 0.00, 1, 7, 1.32
360, 065457.30, 37.3831250, 23.2480930, 5.70, 0.20, 0.00, 1, 7, 1.32
370, 065457.40, 37.3831257, 23.2480942, 5.60, 0.17, 0.00, 1, 7, 1.32
380, 065457.50, 37.3831267, 23.2480953, 5.50, 0.31, 0.00, 1, 7, 1.32
390, 065457.60, 37.3831272, 23.2480963, 5.40, 0.21, 0.00, 1, 7, 1.32
400, 065457.70, 37.3831278, 23.2480973, 5.40, 0.24, 0.00, 1, 7, 1.32
410, 065457.80, 37.3831282, 23.2480983, 5.30, 0.45, 9.20, 1, 7, 1.32
420, 065457.90, 37.3831283, 23.2480993, 5.30, 0.10, 0.00, 1, 7, 1.32
430, 065458.00, 37.3831277, 23.2480992, 5.20, 0.30, 0.00, 1, 7, 1.32
440, 065458.10, 37.3831272, 23.2480990, 5.00, 0.07, 0.00, 1, 7, 1.32
450, 065458.20, 37.3831268, 23.2480990, 4.90, 0.21, 0.00, 1, 7, 1.32
460, 065458.30, 37.3831267, 23.2480990, 4.70, 0.21, 0.00, 1, 7, 1.32
470, 065458.40, 37.3831263, 23.2480988, 4.60, 0.13, 0.00, 1, 7, 1.32
480, 065458.50, 37.3831258, 23.2480988, 4.50, 0.14, 0.00, 1, 7, 1.32
490, 065458.60, 37.3831253, 23.2480988, 4.40, 0.14, 0.00, 1, 7, 1.32
500, 065458.70, 37.3831248, 23.2480988, 4.30, 0.24, 0.00, 1, 7, 1.32
510, 065458.80, 37.3831245, 23.2480987, 4.20, 0.14, 0.00, 1, 7, 1.32
520, 065458.90, 37.3831240, 23.2480985, 4.10, 0.12, 0.00, 1, 7, 1.32
540, 065459.10, 37.3831220, 23.2480987, 4.10, 0.05, 0.00, 1, 7, 1.32
550, 065459.20, 37.3831208, 23.2480988, 4.10, 0.22, 0.00, 1, 7, 1.32
560, 065459.30, 37.3831198, 23.2480990, 4.20, 0.10, 0.00, 1, 7, 1.32
570, 065459.40, 37.3831187, 23.2480992, 4.20, 0.42, 118.89, 1, 7, 1.32
580, 065459.50, 37.3831178, 23.2480992, 4.20, 0.08, 0.00, 1, 7, 1.32
590, 065459.60, 37.3831170, 23.2480993, 4.20, 0.22, 0.00, 1, 7, 1.32
600, 065459.70, 37.3831163, 23.2480993, 4.20, 0.20, 0.00, 1, 7, 1.32
610, 065459.80, 37.3831153, 23.2480995, 4.30, 0.25, 0.00, 1, 7, 1.32
620, 065459.90, 37.3831147, 23.2480995, 4.30, 0.14, 0.00, 1, 7, 1.32
640, 065500.10, 37.3831132, 23.2480997, 4.30, 0.15, 0.00, 1, 7, 1.32
650, 065500.20, 37.3831125, 23.2480997, 4.30, 0.10, 0.00, 1, 7, 1.32
660, 065500.30, 37.3831117, 23.2480997, 4.30, 0.15, 0.00, 1, 7, 1.32
670, 065500.40, 37.3831108, 23.2480997, 4.30, 0.02, 0.00, 1, 7, 1.32
680, 065500.50, 37.3831102, 23.2480998, 4.30, 0.11, 0.00, 1, 7, 1.32
690, 065500.60, 37.3831093, 23.2480998, 4.40, 0.09, 0.00, 1, 7, 1.32
700, 065500.70, 37.3831088, 23.2480998, 4.40, 0.07, 0.00, 1, 7, 1.32
710, 065500.80, 37.3831082, 23.2480998, 4.40, 0.19, 0.00, 1, 7, 1.32
720, 065500.90, 37.3831075, 23.2480998, 4.40, 0.19, 0.00, 1, 7, 1.32
740, 065501.10, 37.3831060, 23.2480998, 4.40, 0.22, 0.00, 1, 7, 1.32
750, 065501.20, 37.3831052, 23.2480998, 4.50, 0.18, 0.00, 1, 7, 1.32
760, 065501.30, 37.3831043, 23.2480998, 4.50, 0.47, 154.68, 1, 7, 1.32
770, 065501.40, 37.3831037, 23.2480998, 4.50, 0.17, 0.00, 1, 7, 1.32
780, 065501.50, 37.3831030, 23.2480998, 4.50, 0.20, 0.00, 1, 7, 1.32
790, 065501.60, 37.3831023, 23.2480997, 4.50, 0.24, 0.00, 1, 7, 1.32
800, 065501.70, 37.3831015, 23.2480997, 4.50, 0.12, 0.00, 1, 7, 1.32
810, 065501.80, 37.3831008, 23.2480998, 4.60, 0.24, 0.00, 1, 7, 1.32
820, 065501.90, 37.3831002, 23.2480997, 4.60, 0.14, 0.00, 1, 7, 1.32
830, 065501.90, 37.3831002, 23.2480997, 4.60, 0.14, 0.00, 1, 7, 1.32
840, 065502.10, 37.3830987, 23.2480997, 4.70, 0.11, 0.00, 1, 7, 1.32
850, 065502.20, 37.3830980, 23.2480997, 4.70, 0.11, 0.00, 1, 7, 1.32
860, 065502.30, 37.3830972, 23.2480995, 4.70, 0.27, 0.00, 1, 7, 1.32
870, 065502.40, 37.3830965, 23.2480995, 4.80, 0.14, 0.00, 1, 7, 1.32
880, 065502.50, 37.3830957, 23.2480995, 4.80, 0.11, 0.00, 1, 7, 1.32
890, 065502.60, 37.3830948, 23.2480995, 4.80, 0.46, 157.86, 1, 7, 1.32
900, 065502.70, 37.3830943, 23.2480993, 4.90, 0.31, 0.00, 1, 7, 1.32
910, 065502.80, 37.3830938, 23.2480993, 4.90, 0.27, 0.00, 1, 7, 1.32
920, 065502.90, 37.3830932, 23.2480993, 4.90, 0.22, 0.00, 1, 7, 1.32
930, 065502.90, 37.3830932, 23.2480993, 4.90, 0.22, 0.00, 1, 7, 1.32
940, 065503.10, 37.3830923, 23.2480992, 4.90, 0.28, 0.00, 1, 7, 1.32
950, 065503.10, 37.3830923, 23.2480992, 4.90, 0.28, 0.00, 1, 7, 1.32
960, 065503.30, 37.3830915, 23.2480992, 4.90, 0.30, 0.00, 1, 7, 1.32
970, 065503.40, 37.3830910, 23.2480992, 4.90, 0.20, 0.00, 1, 7, 1.32
980, 065503.40, 37.3830910, 23.2480992, 5.00, 0.20, 0.00, 1, 7, 1.32
990, 065503.60, 37.3830902, 23.2480990, 5.00, 0.23, 0.00, 1, 7, 1.32
1000, 065503.60, 37.3830902, 23.2480990, 5.00, 0.23, 0.00, 1, 7, 1.32
1010, 065503.70, 37.3830898, 23.2480990, 5.00, 0.12, 0.00, 1, 7, 1.32
1020, 065503.80, 37.3830892, 23.2480988, 5.00, 0.29, 0.00, 1, 7, 1.32
1030, 065503.90, 37.3830888, 23.2480988, 5.10, 0.18, 0.00, 1, 7, 1.32
1040, 065504.00, 37.3830885, 23.2480990, 5.10, 0.23, 0.00, 1, 7, 1.32
1050, 065504.10, 37.3830880, 23.2480990, 5.10, 0.47, 169.54, 1, 7, 1.32
1060, 065504.20, 37.3830875, 23.2480990, 5.10, 0.21, 0.00, 1, 7, 1.32
1070, 065504.30, 37.3830872, 23.2480990, 5.10, 0.26, 0.00, 1, 7, 1.32
1080, 065504.40, 37.3830870, 23.2480990, 5.10, 0.31, 0.00, 1, 7, 1.32
1090, 065504.50, 37.3830867, 23.2480990, 5.10, 0.13, 0.00, 1, 7, 1.32
1100, 065504.60, 37.3830862, 23.2480992, 5.20, 0.09, 0.00, 1, 7, 1.32
1110, 065504.70, 37.3830858, 23.2480992, 5.20, 0.27, 0.00, 1, 7, 1.32
1120, 065504.80, 37.3830855, 23.2480992, 5.20, 0.19, 0.00, 1, 7, 1.32
1130, 065504.90, 37.3830853, 23.2480992, 5.20, 0.24, 0.00, 1, 7, 1.32
1140, 065505.00, 37.3830847, 23.2480993, 5.30, 0.26, 0.00, 1, 7, 1.32
1150, 065505.10, 37.3830845, 23.2480995, 5.30, 0.12, 0.00, 1, 7, 1.32
1160, 065505.20, 37.3830842, 23.2480995, 5.30, 0.13, 0.00, 1, 7, 1.32
1170, 065505.30, 37.3830842, 23.2480995, 5.30, 0.16, 0.00, 1, 7, 1.32
1180, 065505.40, 37.3830838, 23.2480997, 5.30, 0.05, 0.00, 1, 7, 1.32
1190, 065505.50, 37.3830835, 23.2480997, 5.40, 0.06, 0.00, 1, 7, 1.32
1200, 065505.60, 37.3830833, 23.2480998, 5.40, 0.21, 0.00, 1, 7, 1.32
1210, 065505.70, 37.3830830, 23.2480998, 5.40, 0.18, 0.00, 1, 7, 1.32
1220, 065505.80, 37.3830828, 23.2481000, 5.40, 0.23, 0.00, 1, 7, 1.32
1230, 065505.90, 37.3830828, 23.2481000, 5.40, 0.27, 0.00, 1, 7, 1.32
1240, 065506.00, 37.3830825, 23.2481000, 5.40, 0.40, 0.00, 1, 7, 1.32
1250, 065506.10, 37.3830827, 23.2481002, 5.40, 0.34, 0.00, 1, 7, 1.32
1260, 065506.20, 37.3830825, 23.2481002, 5.40, 0.29, 0.00, 1, 7, 1.32
1270, 065506.30, 37.3830825, 23.2481003, 5.40, 0.32, 0.00, 1, 7, 1.32
1280, 065506.40, 37.3830827, 23.2481003, 5.30, 0.22, 0.00, 1, 7, 1.32
1290, 065506.50, 37.3830827, 23.2481005, 5.30, 0.23, 0.00, 1, 7, 1.32
1300, 065506.60, 37.3830827, 23.2481005, 5.30, 0.20, 0.00, 1, 7, 1.32
1310, 065506.70, 37.3830825, 23.2481005, 5.30, 0.08, 0.00, 1, 7, 1.32
1320, 065506.80, 37.3830822, 23.2481007, 5.30, 0.03, 0.00, 1, 7, 1.32
1330, 065506.90, 37.3830820, 23.2481007, 5.40, 0.10, 0.00, 1, 7, 1.32
1340, 065507.00, 37.3830818, 23.2481008, 5.40, 0.10, 0.00, 1, 7, 1.32
1350, 065507.10, 37.3830818, 23.2481008, 5.40, 0.14, 0.00, 1, 7, 1.32
1360, 065507.20, 37.3830815, 23.2481010, 5.40, 0.23, 0.00, 1, 7, 1.32
1370, 065507.30, 37.3830813, 23.2481010, 5.40, 0.10, 0.00, 1, 7, 1.32
1380, 065507.40, 37.3830813, 23.2481012, 5.40, 0.09, 0.00, 1, 7, 1.32
1390, 065507.50, 37.3830812, 23.2481012, 5.40, 0.17, 0.00, 1, 7, 1.32
1400, 065507.60, 37.3830812, 23.2481012, 5.40, 0.09, 0.00, 1, 7, 1.32
1410, 065507.70, 37.3830812, 23.2481013, 5.40, 0.28, 0.00, 1, 7, 1.32
1420, 065507.80, 37.3830812, 23.2481012, 5.40, 0.26, 0.00, 1, 7, 1.32
1430, 065507.90, 37.3830808, 23.2481013, 5.40, 0.46, 165.28, 1, 7, 1.32
1440, 065508.00, 37.3830810, 23.2481013, 5.40, 0.34, 0.00, 1, 7, 1.32
1450, 065508.10, 37.3830810, 23.2481013, 5.40, 0.05, 0.00, 1, 7, 1.32
1460, 065508.20, 37.3830808, 23.2481015, 5.40, 0.25, 0.00, 1, 7, 1.32
1470, 065508.30, 37.3830808, 23.2481015, 5.40, 0.08, 0.00, 1, 7, 1.32
1480, 065508.40, 37.3830808, 23.2481015, 5.40, 0.11, 0.00, 1, 7, 1.32
1490, 065508.50, 37.3830808, 23.2481015, 5.40, 0.38, 155.75, 1, 7, 1.32
1500, 065508.60, 37.3830810, 23.2481015, 5.30, 0.19, 0.00, 1, 7, 1.32
1510, 065508.70, 37.3830808, 23.2481015, 5.30, 0.11, 0.00, 1, 7, 1.32
1520, 065508.80, 37.3830808, 23.2481015, 5.30, 0.29, 0.00, 1, 7, 1.32
1530, 065508.90, 37.3830810, 23.2481015, 5.30, 0.24, 0.00, 1, 7, 1.32
1540, 065509.00, 37.3830812, 23.2481013, 5.30, 0.35, 0.00, 1, 7, 1.32
1550, 065509.10, 37.3830810, 23.2481013, 5.30, 0.31, 0.00, 1, 7, 1.32
1560, 065509.20, 37.3830812, 23.2481013, 5.30, 0.12, 0.00, 1, 7, 1.32
1570, 065509.30, 37.3830812, 23.2481013, 5.30, 0.14, 0.00, 1, 7, 1.32
1580, 065509.40, 37.3830812, 23.2481013, 5.30, 0.19, 0.00, 1, 7, 1.32
1590, 065509.50, 37.3830813, 23.2481013, 5.20, 0.20, 0.00, 1, 7, 1.32
1600, 065509.60, 37.3830817, 23.2481013, 5.20, 0.27, 0.00, 1, 7, 1.32
1610, 065509.70, 37.3830815, 23.2481012, 5.20, 0.18, 0.00, 1, 7, 1.32
1620, 065509.80, 37.3830815, 23.2481012, 5.20, 0.15, 0.00, 1, 7, 1.32
1630, 065509.90, 37.3830815, 23.2481012, 5.20, 0.49, 180.22, 1, 7, 1.32
1650, 065510.10, 37.3830818, 23.2481012, 5.10, 0.28, 0.00, 1, 7, 1.32
1660, 065510.20, 37.3830820, 23.2481010, 5.10, 0.29, 0.00, 1, 7, 1.32
1670, 065510.30, 37.3830820, 23.2481010, 5.10, 0.06, 0.00, 1, 7, 1.32
1680, 065510.40, 37.3830822, 23.2481010, 5.10, 0.19, 0.00, 1, 7, 1.32
1690, 065510.50, 37.3830822, 23.2481010, 5.10, 0.04, 0.00, 1, 7, 1.32
1700, 065510.60, 37.3830822, 23.2481010, 5.00, 0.16, 0.00, 1, 7, 1.32
1710, 065510.70, 37.3830823, 23.2481008, 5.00, 0.23, 0.00, 1, 7, 1.32
1720, 065510.80, 37.3830823, 23.2481010, 5.00, 0.21, 0.00, 1, 7, 1.32
1730, 065510.90, 37.3830825, 23.2481008, 5.00, 0.24, 0.00, 1, 7, 1.32
1750, 065511.10, 37.3830825, 23.2481008, 5.00, 0.34, 0.00, 1, 7, 1.32
1760, 065511.20, 37.3830827, 23.2481008, 4.90, 0.31, 0.00, 1, 7, 1.32
1770, 065511.30, 37.3830828, 23.2481008, 4.90, 0.14, 0.00, 1, 7, 1.32
1780, 065511.40, 37.3830827, 23.2481008, 4.90, 1.03, 161.95, 1, 7, 1.32
1790, 065511.50, 37.3830828, 23.2481008, 4.90, 0.22, 0.00, 1, 7, 1.32
1800, 065511.60, 37.3830830, 23.2481007, 4.90, 0.51, 132.60, 1, 7, 1.32
1810, 065511.70, 37.3830830, 23.2481007, 4.80, 0.03, 0.00, 1, 7, 1.32
1820, 065511.80, 37.3830830, 23.2481007, 4.80, 0.14, 0.00, 1, 7, 1.32
1830, 065511.90, 37.3830832, 23.2481007, 4.80, 0.04, 0.00, 1, 7, 1.32
1850, 065512.10, 37.3830833, 23.2481005, 4.80, 0.24, 0.00, 1, 7, 1.32
1860, 065512.20, 37.3830832, 23.2481005, 4.80, 0.38, 139.76, 1, 7, 1.32
1870, 065512.30, 37.3830833, 23.2481005, 4.70, 0.25, 0.00, 1, 7, 1.32
1880, 065512.40, 37.3830835, 23.2481005, 4.70, 0.15, 0.00, 1, 7, 1.32
1890, 065512.50, 37.3830833, 23.2481005, 4.70, 0.02, 0.00, 1, 7, 1.32
1900, 065512.60, 37.3830835, 23.2481005, 4.70, 0.13, 0.00, 1, 7, 1.32
1910, 065512.70, 37.3830835, 23.2481005, 4.70, 0.10, 0.00, 1, 7, 1.32
1920, 065512.80, 37.3830837, 23.2481005, 4.70, 0.04, 0.00, 1, 7, 1.32
1930, 065512.90, 37.3830837, 23.2481005, 4.60, 0.04, 0.00, 1, 7, 1.32
1950, 065513.00, 37.3830837, 23.2481003, 4.60, 0.32, 0.00, 1, 7, 1.32
1960, 065513.20, 37.3830837, 23.2481005, 4.60, 0.36, 145.17, 1, 7, 1.32
1970, 065513.30, 37.3830838, 23.2481003, 4.60, 0.23, 0.00, 1, 7, 1.32
1980, 065513.40, 37.3830840, 23.2481003, 4.60, 0.27, 0.00, 1, 7, 1.32
1990, 065513.50, 37.3830840, 23.2481003, 4.60, 0.38, 57.84, 1, 7, 1.32
2000, 065513.60, 37.3830838, 23.2481003, 4.60, 0.42, 122.87, 1, 7, 1.32
2010, 065513.70, 37.3830838, 23.2481003, 4.60, 0.19, 0.00, 1, 7, 1.32
2020, 065513.80, 37.3830840, 23.2481003, 4.50, 0.02, 0.00, 1, 7, 1.32
2030, 065513.90, 37.3830840, 23.2481003, 4.50, 0.04, 0.00, 1, 7, 1.32
2050, 065514.10, 37.3830838, 23.2481003, 4.50, 0.26, 0.00, 1, 7, 1.32
2060, 065514.20, 37.3830840, 23.2481002, 4.50, 0.68, 83.74, 1, 7, 1.32
2070, 065514.30, 37.3830842, 23.2481002, 4.50, 0.44, 64.45, 1, 7, 1.32
2080, 065514.40, 37.3830840, 23.2481002, 4.50, 0.15, 0.00, 1, 7, 1.32
2090, 065514.50, 37.3830842, 23.2481002, 4.40, 0.06, 0.00, 1, 7, 1.32
2100, 065514.60, 37.3830840, 23.2481002, 4.50, 0.13, 0.00, 1, 7, 1.32
2110, 065514.70, 37.3830840, 23.2481002, 4.50, 0.08, 0.00, 1, 7, 1.32
2120, 065514.80, 37.3830838, 23.2481002, 4.40, 0.22, 0.00, 1, 7, 1.32
2130, 065514.90, 37.3830838, 23.2481000, 4.40, 0.21, 0.00, 1, 7, 1.32
2150, 065515.10, 37.3830837, 23.2480998, 4.40, 0.82, 163.81, 1, 7, 1.32
2160, 065515.20, 37.3830837, 23.2480995, 4.40, 1.14, 249.86, 1, 7, 1.32
2170, 065515.30, 37.3830837, 23.2480995, 4.40, 0.29, 0.00, 1, 7, 1.32
2180, 065515.40, 37.3830830, 23.2480993, 4.40, 0.84, 256.63, 1, 7, 1.32
2190, 065515.50, 37.3830833, 23.2480993, 4.50, 0.43, 0.00, 1, 7, 1.32
2200, 065515.60, 37.3830832, 23.2480990, 4.40, 1.84, 197.77, 1, 7, 1.32
2210, 065515.70, 37.3830830, 23.2480988, 4.30, 0.69, 0.00, 1, 7, 1.32
2220, 065515.80, 37.3830828, 23.2480987, 4.30, 0.23, 0.00, 1, 7, 1.32
2230, 065515.90, 37.3830825, 23.2480987, 4.30, 0.81, 185.72, 1, 7, 1.32
2240, 065515.90, 37.3830825, 23.2480987, 4.30, 0.81, 185.72, 1, 7, 1.32
2250, 065516.10, 37.3830822, 23.2480987, 4.30, 0.08, 0.00, 1, 7, 1.32
2260, 065516.20, 37.3830820, 23.2480985, 4.20, 0.97, 167.28, 1, 7, 1.32
2270, 065516.30, 37.3830820, 23.2480983, 4.20, 0.46, 0.00, 1, 7, 1.32
2280, 065516.40, 37.3830817, 23.2480982, 4.20, 0.38, 0.00, 1, 7, 1.32
2290, 065516.50, 37.3830820, 23.2480982, 4.10, 1.43, 56.50, 1, 7, 1.32
2300, 065516.60, 37.3830815, 23.2480977, 4.20, 1.36, 117.52, 1, 7, 1.32
2310, 065516.70, 37.3830815, 23.2480975, 4.10, 0.09, 0.00, 1, 7, 1.32
2320, 065516.80, 37.3830815, 23.2480972, 4.10, 0.66, 0.00, 1, 7, 1.32
2330, 065516.90, 37.3830815, 23.2480972, 4.10, 0.60, 100.16, 1, 7, 1.32
2340, 065516.90, 37.3830815, 23.2480972, 4.10, 0.60, 100.16, 1, 7, 1.32
2350, 065517.00, 37.3830813, 23.2480970, 4.10, 0.53, 26.28, 1, 7, 1.32
2360, 065517.10, 37.3830812, 23.2480968, 4.10, 0.09, 0.00, 1, 9, 1.15
2370, 065517.30, 37.3830803, 23.2480967, 4.00, 1.11, 156.44, 1, 10, 1.03
2380, 065517.30, 37.3830803, 23.2480967, 4.10, 1.11, 156.44, 1, 10, 1.03
2390, 065517.40, 37.3830800, 23.2480967, 4.10, 0.41, 0.00, 1, 10, 1.03
2400, 065517.50, 37.3830802, 23.2480967, 4.10, 0.48, 0.00, 1, 10, 1.03
2410, 065517.60, 37.3830798, 23.2480967, 4.00, 1.02, 166.37, 1, 10, 1.03
2420, 065517.70, 37.3830798, 23.2480967, 4.10, 0.67, 129.53, 1, 10, 1.03
2430, 065517.80, 37.3830798, 23.2480965, 4.00, 0.83, 30.93, 1, 10, 1.03
2440, 065517.90, 37.3830795, 23.2480963, 4.00, 0.45, 0.00, 1, 10, 1.03
2450, 065518.00, 37.3830790, 23.2480963, 4.10, 0.25, 0.00, 1, 10, 1.03
2470, 065518.20, 37.3830788, 23.2480960, 4.00, 0.64, 0.00, 1, 10, 1.15
2480, 065518.30, 37.3830787, 23.2480962, 4.00, 0.71, 0.00, 1, 10, 1.15
2490, 065518.40, 37.3830785, 23.2480960, 4.00, 1.12, 128.86, 1, 10, 1.15
2500, 065518.50, 37.3830783, 23.2480957, 3.90, 0.78, 82.99, 1, 10, 1.03
2510, 065518.60, 37.3830783, 23.2480953, 4.00, 2.43, 345.49, 1, 10, 1.03
2520, 065518.70, 37.3830783, 23.2480955, 4.00, 0.41, 0.00, 1, 10, 1.03
2530, 065518.80, 37.3830785, 23.2480953, 3.90, 0.78, 344.12, 1, 10, 1.03
2540, 065518.90, 37.3830787, 23.2480948, 3.90, 1.32, 333.72, 1, 10, 1.03
2550, 065519.00, 37.3830792, 23.2480947, 3.90, 1.85, 339.17, 1, 10, 1.03
2560, 065519.10, 37.3830797, 23.2480943, 3.80, 1.06, 329.43, 1, 10, 1.03
2570, 065519.20, 37.3830793, 23.2480947, 3.80, 0.30, 0.00, 1, 10, 1.03
2580, 065519.30, 37.3830795, 23.2480945, 3.80, 0.60, 0.00, 1, 10, 1.03
2590, 065519.40, 37.3830795, 23.2480945, 3.80, 0.71, 325.51, 1, 10, 1.03
2600, 065519.50, 37.3830790, 23.2480947, 3.80, 1.09, 198.43, 1, 10, 1.03
2610, 065519.60, 37.3830790, 23.2480948, 3.70, 0.53, 177.37, 1, 10, 1.03
2620, 065519.70, 37.3830787, 23.2480948, 3.70, 0.51, 241.77, 1, 10, 1.03
2630, 065519.80, 37.3830788, 23.2480950, 3.70, 0.37, 0.00, 1, 10, 1.03
2640, 065519.90, 37.3830787, 23.2480952, 3.60, 0.40, 0.00, 1, 10, 1.03
2650, 065520.00, 37.3830787, 23.2480953, 3.60, 0.95, 334.88, 1, 10, 1.03
2660, 065520.10, 37.3830782, 23.2480955, 3.60, 0.21, 0.00, 1, 10, 1.03
2670, 065520.20, 37.3830777, 23.2480955, 3.60, 0.19, 0.00, 1, 10, 1.03
2680, 065520.30, 37.3830780, 23.2480958, 3.50, 0.98, 3.16, 1, 10, 1.15
2690, 065520.40, 37.3830778, 23.2480960, 3.50, 0.99, 6.40, 1, 10, 1.03
2700, 065520.50, 37.3830773, 23.2480962, 3.50, 0.29, 0.00, 1, 10, 1.03
2710, 065520.60, 37.3830762, 23.2480965, 3.50, 1.50, 124.53, 1, 10, 1.18
2720, 065520.70, 37.3830757, 23.2480970, 3.50, 0.33, 0.00, 1, 10, 1.03
2730, 065520.80, 37.3830758, 23.2480972, 3.50, 1.42, 57.85, 1, 10, 1.03
2740, 065520.90, 37.3830753, 23.2480975, 3.50, 0.42, 70.43, 1, 10, 1.03
2750, 065521.00, 37.3830750, 23.2480975, 3.50, 0.35, 0.00, 1, 10, 1.03
2760, 065521.00, 37.3830750, 23.2480975, 3.50, 0.35, 0.00, 1, 10, 1.03
2770, 065521.20, 37.3830747, 23.2480975, 3.50, 0.56, 138.94, 1, 10, 1.03
2780, 065521.30, 37.3830748, 23.2480975, 3.50, 0.40, 84.77, 1, 10, 1.03
2790, 065521.40, 37.3830745, 23.2480975, 3.50, 0.31, 0.00, 1, 10, 1.03
2800, 065521.50, 37.3830743, 23.2480973, 3.50, 0.22, 0.00, 1, 10, 1.03
2810, 065521.60, 37.3830745, 23.2480970, 3.40, 0.21, 0.00, 1, 10, 1.03
2820, 065521.70, 37.3830742, 23.2480968, 3.40, 0.37, 100.21, 1, 10, 1.03
2830, 065521.80, 37.3830740, 23.2480968, 3.40, 0.55, 100.48, 1, 10, 1.03
2840, 065521.90, 37.3830740, 23.2480965, 3.40, 0.15, 0.00, 1, 10, 1.03
2850, 065522.00, 37.3830742, 23.2480960, 3.40, 0.59, 357.98, 1, 10, 1.03
2860, 065522.10, 37.3830742, 23.2480957, 3.30, 0.06, 0.00, 1, 10, 1.03
2870, 065522.20, 37.3830740, 23.2480955, 3.30, 0.75, 33.77, 1, 10, 1.03
2880, 065522.30, 37.3830738, 23.2480953, 3.30, 0.31, 0.00, 1, 10, 1.03
2890, 065522.40, 37.3830735, 23.2480952, 3.30, 0.22, 0.00, 1, 10, 1.03
2900, 065522.50, 37.3830730, 23.2480950, 3.30, 0.21, 0.00, 1, 10, 1.03
2910, 065522.60, 37.3830728, 23.2480947, 3.20, 0.33, 0.00, 1, 10, 1.03
2920, 065522.70, 37.3830725, 23.2480947, 3.20, 0.26, 0.00, 1, 10, 1.03
2930, 065522.80, 37.3830722, 23.2480943, 3.20, 0.21, 0.00, 1, 10, 1.03
2940, 065522.90, 37.3830718, 23.2480943, 3.20, 0.24, 0.00, 1, 10, 1.03
2950, 065523.00, 37.3830715, 23.2480942, 3.20, 0.02, 0.00, 1, 10, 1.03
2960, 065523.10, 37.3830712, 23.2480940, 3.20, 0.25, 0.00, 1, 10, 1.03
2970, 065523.20, 37.3830710, 23.2480937, 3.20, 0.60, 3.74, 1, 10, 1.03
2980, 065523.30, 37.3830707, 23.2480933, 3.20, 0.28, 0.00, 1, 10, 1.03
2990, 065523.40, 37.3830703, 23.2480932, 3.20, 0.18, 0.00, 1, 10, 1.03
