Time [mS], AccX [mg], AccY [mg], AccZ [mg], GyroX [mdps], GyroY [mdps], GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T ['C]
42, 343, 193, 1074, -40110, 192710, -39130, -438, -70, -759, 964.10,  0.00
43, 426, 171, 980, -68390, 192010, -70280, -432, -70, -762, 964.10,  0.00
44, 489, 178, 940, -87640, 201950, -96110, -426, -70, -766, 964.14,  0.00
45, 545, 131, 856, -95690, 215880, -109480, -418, -73, -768, 964.14,  0.00
46, 531, 69, 828, -97580, 203630, -119770, -412, -75, -763, 964.14,  0.00
47, 517, 49, 844, -100030, 190890, -138320, -408, -75, -769, 964.14,  0.00
48, 528, -8, 827, -94710, 186620, -139930, -405, -79, -778, 964.13,  0.00
49, 607, -123, 784, -86310, 176400, -131740, -406, -79, -780, 964.13,  0.00
50, 1592, -339, 216, -27230, 158830, -56560, -397, -73, -786, 964.13,  0.00
51, 1038, -68, 561, 48370, 170100, 77490, -390, -73, -793, 964.13,  0.00
52, 569, 0, 830, 66500, 202090, 120120, -379, -75, -801, 964.15,  0.00
53, 439, 82, 885, 49280, 173740, 100730, -369, -73, -810, 964.15,  0.00
54, 455, 12, 916, 31220, 145600, 69020, -358, -73, -813, 964.15,  0.00
55, 463, -43, 891, 20020, 123620, 45570, -349, -73, -814, 964.15,  0.00
56, 461, -72, 899, 15400, 116130, 38080, -343, -75, -822, 964.15,  0.00
57, 388, -46, 920, 15890, 121940, 41160, -336, -78, -832, 964.18,  0.00
58, 308, 13, 946, 17290, 129430, 52360, -330, -76, -838, 964.18,  0.00
59, 126, -11, 1021, 16590, 140560, 49490, -322, -82, -837, 964.18,  0.00
60, 142, -29, 1000, 8400, 132370, 22750, -310, -88, -840, 964.18,  0.00
61, 277, -42, 976, 4130, 118370, 6720, -304, -82, -847, 964.17,  0.00
62, 333, -27, 969, 2240, 105630, 5390, -303, -85, -846, 964.17,  0.00
63, 259, -34, 984, 1680, 91490, 2450, -295, -82, -846, 964.17,  0.00
64, 238, 10, 977, 350, 82670, 2870, -292, -82, -847, 964.17,  0.00
65, 132, 10, 990, 2380, 81970, 17990, -294, -85, -849, 964.14,  0.00
66, 123, 13, 992, 840, 80220, 8610, -288, -82, -852, 964.14,  0.00
67, 123, -5, 993, -2170, 84210, -7910, -283, -85, -853, 964.14,  0.00
68, 142, -17, 976, -3780, 96250, -14000, -279, -88, -859, 964.14,  0.00
69, 128, -7, 986, -1890, 108080, -12460, -274, -85, -862, 964.19,  0.00
70, 75, -10, 992, -1260, 126350, -13860, -270, -84, -862, 964.19,  0.00
71, 6, -47, 1017, -2170, 133000, -19880, -256, -90, -862, 964.19,  0.00
72, 33, -4, 993, -1120, 132090, -23450, -249, -93, -864, 964.19,  0.00
73, 71, 8, 962, -280, 148330, -16170, -249, -90, -859, 964.19,  0.00
74, 79, -6, 967, 1120, 174090, -7210, -246, -90, -859, 964.19,  0.00
75, -23, 29, 1247, 1400, 79450, -8330, -238, -87, -856, 964.19,  0.00
76, 170, 39, 1007, -70, 0, -17780, -234, -91, -858, 964.19,  0.00
77, 72, 7, 1007, -140, 70, -9730, -240, -90, -862, 964.12,  0.00
78, -43, 29, 1006, -210, 0, -8750, -240, -87, -865, 964.12,  0.00
79, -123, 43, 1007, -210, 0, -19810, -238, -88, -865, 964.12,  0.00
80, -64, 30, 1009, 140, 140, -31220, -237, -90, -865, 964.12,  0.00
81, 21, 8, 1003, 0, 280, -33530, -238, -87, -862, 964.12,  0.00
82, 49, 10, 1005, -210, -70, -26180, -243, -85, -856, 964.12,  0.00
83, 44, 15, 1006, 280, 70, -23730, -243, -88, -855, 964.12,  0.00
84, 45, 7, 1009, -140, 0, -19740, -240, -90, -858, 964.12,  0.00
85, 60, -12, 1009, 140, 140, -11760, -241, -93, -861, 964.17,  0.00
86, 61, -29, 1010, 0, -70, -5670, -246, -88, -861, 964.17,  0.00
87, 42, -10, 1006, -210, 0, -840, -244, -82, -862, 964.17,  0.00
88, 27, -15, 1010, 70, -210, 9450, -240, -87, -859, 964.17,  0.00
89, 0, 12, 1006, 70, -210, 18620, -241, -90, -859, 964.18,  0.00
90, -40, -17, 1005, -210, -140, 20090, -244, -93, -859, 964.18,  0.00
91, -68, 0, 1003, -70, -140, 12180, -241, -94, -859, 964.18,  0.00
92, -18, -2, 1012, -140, -140, -1820, -238, -90, -858, 964.18, 27.95
93, 8, -5, 1004, 70, 0, -12810, -241, -87, -858, 964.19, 27.95
94, 5, 10, 1008, 0, -70, -11270, -238, -91, -859, 964.19, 27.95
95, 29, -18, 1009, 0, -70, -11620, -241, -96, -858, 964.19, 27.95
96, 25, -9, 1009, -210, -70, -7350, -249, -96, -856, 964.19, 27.95
97, 12, -3, 1008, -70, 0, -7210, -246, -91, -855, 964.18, 27.95
98, 25, -13, 1004, -70, 0, -8190, -241, -87, -858, 964.18, 27.95
99, 13, -29, 1009, 70, -210, -10010, -241, -93, -858, 964.18, 27.95
100, 27, 0, 1010, -210, 0, -6790, -241, -94, -858, 964.18, 27.95
101, 62, -19, 1006, -140, -140, -350, -240, -93, -858, 964.19, 27.95
102, 78, -13, 1010, 70, -140, 7070, -244, -90, -853, 964.19, 27.95
103, 55, 4, 1008, -140, -70, 14630, -252, -90, -852, 964.19, 27.95
104, 27, 14, 1007, -210, -70, 20930, -247, -90, -847, 964.19, 27.95
105, -29, -3, 1005, -280, -280, 22680, -241, -88, -850, 964.22, 27.95
106, -37, 3, 1006, -210, -140, 13930, -246, -94, -859, 964.22, 27.95
107, -2, -12, 1008, -140, -70, 7560, -247, -94, -855, 964.22, 27.95
108, -4, -10, 1008, -140, -140, 4060, -243, -88, -844, 964.22, 27.95
109, 17, -7, 1005, -210, -70, 3080, -238, -90, -852, 964.20, 27.95
110, 35, -11, 1011, 70, -490, 2660, -237, -94, -861, 964.20, 27.95
111, -3, -8, 1007, -210, -140, 2380, -238, -96, -856, 964.20, 27.95
112, 5, 0, 1008, -70, -70, 0, -243, -91, -850, 964.20, 27.95
113, 22, -8, 1008, -280, 0, -1890, -244, -90, -853, 964.16, 27.95
114, 8, -4, 1007, -140, -140, -2380, -240, -93, -861, 964.16, 27.95
115, 44, -3, 1007, -140, 70, -2450, -240, -97, -859, 964.16, 27.95
116, 47, -4, 1006, -140, 140, -2520, -243, -97, -858, 964.16, 27.95
117, 15, -5, 1007, -140, 0, -1050, -243, -99, -867, 964.20, 27.95
118, 24, -16, 1005, 0, -140, -280, -243, -96, -862, 964.20, 27.95
119, 20, -12, 1006, 140, -350, 1960, -238, -90, -858, 964.20, 27.95
120, 11, -3, 1007, 140, -350, 5460, -243, -90, -856, 964.20, 27.95
121, 20, 3, 1010, -350, 140, 4690, -246, -85, -856, 964.23, 27.95
122, 10, -3, 1009, -140, 0, -350, -237, -85, -855, 964.23, 27.95
123, 12, -2, 1009, -140, -70, -350, -232, -91, -853, 964.23, 27.95
124, 12, -2, 1007, -140, -70, -420, -238, -90, -853, 964.23, 27.95
125, 12, -1, 1008, -140, 0, -350, -249, -90, -853, 964.19, 27.95
126, 12, -1, 1007, -140, 0, -350, -246, -91, -850, 964.19, 27.95
127, 11, -2, 1006, -70, 0, -420, -244, -93, -847, 964.19, 27.95
128, 10, -2, 1008, -70, 0, -420, -244, -99, -846, 964.19, 27.95
129, 11, -3, 1009, -70, -70, -420, -241, -100, -855, 964.15, 27.95
130, 10, -2, 1009, -70, 0, -420, -243, -99, -858, 964.15, 27.95
131, 10, -1, 1008, -140, 70, -420, -241, -97, -850, 964.15, 27.95
132, 11, -2, 1008, -140, 70, -350, -241, -91, -852, 964.15, 27.95
133, 11, -1, 1006, -70, 0, -350, -246, -93, -856, 964.14, 27.95
134, 12, -2, 1005, -140, 70, -350, -243, -93, -859, 964.14, 27.95
135, 147, 26, 1007, 0, -140, 2310, -243, -93, -850, 964.14, 27.95
136, 301, 145, 1011, -210, -280, 29610, -246, -94, -856, 964.14, 27.95
137, 94, 131, 1008, -280, 0, 44730, -235, -96, -862, 964.15, 27.95
138, 31, 51, 1006, -420, 70, 43750, -235, -93, -852, 964.15, 27.95
139, -36, -35, 1008, -140, 0, 42560, -241, -85, -850, 964.15, 27.95
140, -160, -147, 1007, -420, -210, 28840, -237, -90, -855, 964.15, 27.95
141, -180, -83, 997, 210, -70, 14490, -234, -94, -859, 964.17, 27.95
142, 10, 0, 1010, 0, -140, -280, -237, -91, -859, 964.17, 27.95
143, 10, -3, 1008, -140, 0, -350, -243, -88, -853, 964.17, 27.95
144, 11, -2, 1008, -70, -70, -420, -241, -94, -865, 964.17, 27.95
145, 11, -1, 1008, -70, -70, -350, -237, -93, -862, 964.17, 27.95
146, 11, -2, 1007, -140, 70, -350, -240, -87, -849, 964.17, 27.95
147, 11, -1, 1008, -70, 0, -350, -237, -85, -855, 964.17, 27.95
148, 11, -2, 1008, -140, -70, -350, -234, -87, -855, 964.17, 27.95
149, 10, -1, 1006, -70, 0, -420, -237, -93, -849, 964.18, 27.95
150, 11, -3, 1006, -70, -70, -420, -235, -99, -852, 964.18, 27.95
151, 10, -2, 1006, -140, -70, -350, -235, -100, -852, 964.18, 27.95
152, 11, -2, 1007, -70, -70, -350, -237, -99, -858, 964.18, 27.95
153, 11, -2, 1007, -140, -70, -350, -234, -96, -855, 964.21, 27.95
154, 11, -2, 1008, -140, -70, -420, -234, -96, -844, 964.21, 27.95
155, 11, -2, 1009, -70, -70, -350, -232, -99, -846, 964.21, 27.95
156, 11, -2, 1009, -140, 0, -420, -235, -96, -847, 964.21, 27.95
157, 12, -1, 1005, -70, 0, -420, -238, -96, -849, 964.20, 27.95
158, 11, -2, 1007, -70, -70, -420, -234, -96, -849, 964.20, 27.95
159, 10, -2, 1006, -70, 0, -350, -234, -97, -847, 964.20, 27.95
160, 10, -2, 1008, -140, -70, -420, -237, -97, -846, 964.20, 27.95
161, 11, -2, 1007, -140, -140, -420, -238, -91, -846, 964.17, 27.95
162, 10, -2, 1009, -140, -70, -350, -238, -93, -847, 964.17, 27.95
163, 11, -3, 1009, -140, -140, -420, -237, -94, -846, 964.17, 27.95
164, 11, -2, 1008, -140, 0, -350, -237, -94, -849, 964.17, 27.95
165, 11, -2, 1006, -70, 0, -350, -238, -96, -849, 964.19, 27.95
166, 12, -2, 1006, -70, -70, -350, -237, -96, -846, 964.19, 27.95
167, 12, -2, 1007, -140, -70, -350, -237, -96, -853, 964.19, 27.95
168, 12, -2, 1007, -70, -70, -420, -234, -103, -864, 964.19, 27.95
169, 11, -2, 1008, -140, -70, -420, -234, -102, -864, 964.24, 27.95
170, 11, -2, 1008, -140, -70, -350, -232, -94, -850, 964.24, 27.95
171, 11, -2, 1009, -140, -70, -420, -232, -93, -843, 964.24, 27.95
172, 11, -2, 1008, -140, -70, -420, -232, -96, -850, 964.24, 27.95
173, 11, -3, 1006, -140, -70, -420, -229, -93, -852, 964.17, 27.95
174, 11, -2, 1006, -140, -70, -350, -232, -96, -846, 964.17, 27.95
175, 11, -2, 1009, -70, 0, -350, -234, -100, -846, 964.17, 27.95
176, 11, -1, 1009, -140, 0, -350, -229, -96, -843, 964.17, 27.95
177, 11, -2, 1009, -140, -70, -350, -226, -96, -841, 964.14, 27.95
178, 11, -2, 1008, -140, -70, -420, -231, -93, -843, 964.14, 27.96
179, 11, -2, 1007, -140, -70, -350, -228, -93, -840, 964.14, 27.96
180, 10, -2, 1006, -140, 0, -350, -222, -93, -838, 964.14, 27.96
181, 12, -2, 1006, -140, -70, -420, -223, -96, -835, 964.17, 27.96
182, 11, -2, 1006, -70, -70, -420, -223, -99, -829, 964.17, 27.96
183, 11, -2, 1008, -140, -70, -350, -219, -99, -828, 964.17, 27.96
184, 11, -2, 1009, -70, -70, -350, -216, -97, -831, 964.17, 27.96
185, 11, -2, 1009, -70, -70, -420, -216, -100, -835, 964.21, 27.96
186, 11, -2, 1008, -140, -70, -420, -214, -100, -834, 964.21, 27.96
187, 12, -2, 1006, -210, -70, -420, -210, -99, -831, 964.21, 27.96
188, 11, -2, 1007, -70, -70, -350, -208, -96, -837, 964.21, 27.96
189, 10, -3, 1006, -70, -70, -350, -204, -93, -837, 964.21, 27.96
190, 11, -2, 1007, -70, -70, -350, -207, -93, -834, 964.21, 27.96
191, 11, -2, 1007, -140, 0, -350, -208, -88, -834, 964.21, 27.96
192, 11, -2, 1008, -140, 0, -420, -202, -93, -835, 964.21, 27.96
193, 11, -3, 1008, -70, -70, -420, -202, -97, -838, 964.19, 27.96
194, 11, -2, 1008, -140, 0, -350, -202, -99, -837, 964.19, 27.96
195, 11, -2, 1007, -70, -70, -350, -199, -96, -840, 964.19, 27.96
196, 10, -2, 1006, -140, -70, -350, -199, -94, -840, 964.19, 27.96
197, 11, -2, 1007, -140, -70, -350, -201, -96, -844, 964.22, 27.96
198, 11, -3, 1008, -140, -70, -420, -202, -97, -855, 964.22, 27.96
199, 11, -2, 1009, -140, -70, -350, -199, -91, -853, 964.22, 27.96
200, 12, -2, 1007, -70, 0, -420, -202, -85, -847, 964.22, 27.96
201, 12, -2, 1008, -140, 0, -350, -204, -90, -849, 964.20, 27.96
202, 11, -2, 1007, -70, -70, -350, -202, -97, -852, 964.20, 27.96
203, 11, -2, 1007, -140, 0, -350, -199, -99, -852, 964.20, 27.96
204, 11, -2, 1006, -140, 0, -420, -196, -94, -853, 964.20, 27.96
205, 11, -2, 1007, -70, -70, -350, -198, -94, -861, 964.15, 27.96
206, 10, -2, 1007, -70, -140, -350, -201, -96, -865, 964.15, 27.96
207, 11, -2, 1008, -70, -70, -350, -204, -94, -858, 964.15, 27.96
208, 10, -2, 1007, -70, -70, -420, -204, -93, -861, 964.15, 27.96
209, 11, -2, 1007, -70, -70, -420, -201, -96, -862, 964.18, 27.96
210, 11, -2, 1007, -70, -70, -350, -196, -88, -853, 964.18, 27.96
211, 11, -2, 1007, -140, -70, -350, -193, -82, -855, 964.18, 27.96
212, 11, -2, 1007, -70, -70, -350, -199, -88, -853, 964.18, 27.96
213, 11, -2, 1008, -140, -70, -350, -204, -91, -855, 964.16, 27.96
214, 11, -1, 1008, -70, -70, -350, -205, -91, -859, 964.16, 27.96
215, 11, -2, 1007, -140, -70, -350, -204, -91, -855, 964.16, 27.96
216, 11, -2, 1007, -140, -70, -350, -202, -90, -858, 964.16, 27.96
217, 12, -2, 1008, -140, -70, -350, -202, -88, -861, 964.13, 27.96
218, 12, -2, 1008, -140, -70, -350, -202, -93, -861, 964.13, 27.96
219, 12, -1, 1006, -70, -70, -420, -204, -97, -867, 964.13, 27.96
220, 11, -2, 1007, -140, -70, -350, -208, -93, -862, 964.13, 27.96
221, 11, -2, 1007, -140, -70, -350, -204, -88, -856, 964.15, 27.96
222, 11, -2, 1009, -140, -70, -350, -204, -91, -855, 964.15, 27.96
223, 10, -2, 1007, -140, -70, -350, -207, -91, -852, 964.15, 27.96
224, 11, -2, 1009, -210, -70, -420, -213, -94, -852, 964.15, 27.96
225, 11, -2, 1008, -140, 0, -350, -208, -90, -856, 964.16, 27.96
226, 11, -2, 1007, -70, -70, -350, -204, -79, -859, 964.16, 27.96
227, 12, -2, 1006, -70, 0, -350, -205, -87, -858, 964.16, 27.96
228, 11, -2, 1006, -140, -70, -350, -205, -94, -856, 964.16, 27.96
229, 11, -2, 1007, -140, -70, -420, -205, -93, -853, 964.19, 27.96
230, 11, -2, 1008, -140, 0, -420, -204, -90, -852, 964.19, 27.96
231, 11, -2, 1008, -70, 0, -420, -202, -91, -856, 964.19, 27.96
232, 11, -2, 1008, -70, -70, -420, -205, -91, -858, 964.19, 27.96
233, 10, -2, 1008, -140, -70, -420, -204, -90, -856, 964.19, 27.96
234, 11, -2, 1008, -140, -70, -420, -204, -94, -858, 964.19, 27.96
235, 11, -2, 1008, -140, -70, -350, -205, -93, -861, 964.19, 27.96
236, 12, -2, 1007, -70, -140, -350, -208, -85, -858, 964.19, 27.96
237, 12, -2, 1007, -140, 0, -350, -208, -84, -856, 964.19, 27.96
238, 11, -2, 1007, -140, 0, -420, -204, -85, -856, 964.16, 27.96
239, 11, -2, 1008, -70, -70, -420, -207, -84, -862, 964.16, 27.96
240, 11, -2, 1008, -140, -70, -350, -207, -90, -862, 964.16, 27.96
241, 10, -2, 1008, -140, -70, -350, -201, -94, -859, 964.16, 27.96
242, 11, -2, 1008, -140, -70, -350, -198, -91, -855, 964.17, 27.96
243, 11, -3, 1008, -140, 0, -350, -199, -91, -859, 964.17, 27.96
244, 11, -2, 1007, -140, 0, -350, -202, -91, -864, 964.17, 27.96
245, 11, -2, 1007, -140, 0, -350, -205, -91, -858, 964.17, 27.96
246, 12, -2, 1007, -140, -70, -350, -208, -91, -852, 964.13, 27.96
247, 11, -1, 1008, -140, -70, -420, -208, -91, -853, 964.13, 27.96
248, 11, -2, 1007, -140, 0, -350, -202, -88, -858, 964.13, 27.96
249, 10, -2, 1007, -140, -70, -350, -199, -88, -859, 964.13, 27.96
250, 11, -2, 1006, -140, -140, -350, -201, -93, -859, 964.13, 27.96
251, 11, -1, 1007, -140, -70, -350, -202, -90, -861, 964.13, 27.96
252, 11, -2, 1007, -140, 0, -350, -205, -90, -858, 964.13, 27.96
253, 11, -2, 1007, -70, -70, -420, -208, -88, -856, 964.13, 27.96
254, 11, -2, 1008, -210, -70, -350, -204, -88, -861, 964.19, 27.96
255, 11, -2, 1009, -70, 0, -350, -201, -96, -858, 964.19, 27.96
256, 12, -2, 1008, -140, -70, -420, -202, -94, -858, 964.19, 27.96
257, 11, -2, 1006, -140, -140, -420, -202, -91, -862, 964.19, 27.96
258, 11, -2, 1007, -140, -70, -420, -204, -91, -865, 964.19, 27.96
259, 11, -2, 1007, -140, -70, -350, -205, -88, -864, 964.19, 27.96
260, 11, -2, 1007, -140, -70, -420, -202, -88, -858, 964.19, 27.96
261, 11, -2, 1008, -140, 0, -350, -205, -91, -859, 964.19, 27.96
262, 11, -1, 1007, -70, -70, -350, -205, -96, -856, 964.18, 27.96
263, 11, -2, 1007, -140, -70, -350, -204, -91, -856, 964.18, 27.96
264, 12, -2, 1007, -140, -70, -350, -199, -87, -862, 964.18, 27.96
265, 11, -2, 1008, -140, -70, -420, -196, -90, -858, 964.18, 27.97
266, 11, -3, 1006, -140, -70, -350, -201, -91, -867, 964.13, 27.97
267, 12, -2, 1008, -70, -70, -420, -205, -90, -862, 964.13, 27.97
268, 11, -3, 1007, -70, -70, -350, -205, -88, -855, 964.13, 27.97
269, 11, -2, 1008, -70, 0, -350, -201, -90, -861, 964.13, 27.97
270, 11, -2, 1008, -140, -70, -350, -199, -91, -865, 964.09, 27.97
271, 11, -2, 1008, -140, 0, -350, -202, -91, -871, 964.09, 27.97
272, 11, -2, 1008, -140, -70, -420, -204, -90, -862, 964.09, 27.97
273, 12, -2, 1007, -140, 0, -350, -205, -94, -859, 964.09, 27.97
274, 11, -2, 1007, -140, -70, -420, -202, -93, -861, 964.16, 27.97
275, 11, -2, 1007, -140, -70, -350, -202, -87, -856, 964.16, 27.97
276, 12, -1, 1007, -140, -70, -420, -205, -85, -855, 964.16, 27.97
277, 12, -1, 1008, -70, -70, -420, -204, -88, -856, 964.16, 27.97
278, 11, -1, 1008, -70, -70, -350, -205, -93, -858, 964.19, 27.97
279, 11, -2, 1008, -140, -70, -420, -207, -93, -856, 964.19, 27.97
280, 11, -2, 1007, -70, -70, -350, -204, -91, -856, 964.19, 27.97
281, 10, -2, 1007, -140, 0, -350, -202, -91, -862, 964.19, 27.97
282, 11, -3, 1008, -70, -70, -350, -204, -93, -864, 964.17, 27.97
283, 11, -2, 1007, -140, -140, -350, -207, -99, -853, 964.17, 27.97
284, 10, -1, 1008, -140, -70, -420, -208, -93, -853, 964.17, 27.97
285, 11, -2, 1007, -140, -70, -350, -208, -90, -858, 964.17, 27.97
286, 12, -2, 1007, -140, -140, -350, -208, -93, -853, 964.20, 27.97
287, 11, -2, 1008, -140, 0, -420, -208, -93, -852, 964.20, 27.97
288, 11, -2, 1007, -140, -70, -350, -211, -88, -858, 964.20, 27.97
289, 11, -2, 1006, -70, -70, -350, -210, -85, -864, 964.20, 27.97
290, 11, -2, 1007, -70, 0, -350, -204, -84, -861, 964.18, 27.97
291, 11, -2, 1007, -70, -70, -350, -204, -87, -858, 964.18, 27.97
292, 11, -2, 1007, -140, -70, -350, -207, -88, -856, 964.18, 27.97
293, 11, -2, 1008, -140, -70, -350, -208, -90, -855, 964.18, 27.97
294, 11, -2, 1008, -140, -140, -420, -208, -88, -856, 964.11, 27.97
295, 11, -2, 1008, -140, -70, -420, -210, -84, -858, 964.11, 27.97
296, 11, -2, 1007, -140, -70, -350, -208, -88, -867, 964.11, 27.97
297, 11, -1, 1008, -140, -70, -420, -202, -88, -865, 964.11, 27.97
298, 10, -2, 1007, -140, -70, -350, -202, -87, -859, 964.14, 27.97
299, 11, -2, 1007, -140, -70, -420, -208, -94, -859, 964.14, 27.97
300, 11, -1, 1007, -140, 0, -420, -207, -94, -858, 964.14, 27.97
301, 10, -2, 1007, -140, 0, -350, -201, -93, -862, 964.14, 27.97
302, 11, -2, 1008, -140, -70, -420, -199, -90, -861, 964.18, 27.97
303, 10, -2, 1006, -70, 0, -420, -205, -91, -858, 964.18, 27.97
304, 11, -2, 1007, -70, -140, -350, -205, -97, -865, 964.18, 27.97
305, 12, -2, 1007, -140, -70, -350, -201, -91, -865, 964.18, 27.97
306, 11, -2, 1008, -140, -70, -350, -201, -87, -861, 964.17, 27.97
307, 11, -3, 1007, -70, -70, -350, -204, -88, -859, 964.17, 27.97
308, 11, -2, 1008, -140, 0, -350, -204, -87, -861, 964.17, 27.97
309, 11, -2, 1009, -140, -70, -350, -204, -84, -862, 964.17, 27.97
310, 12, -2, 1008, -140, -140, -350, -207, -85, -862, 964.19, 27.97
311, 11, -2, 1008, -70, -70, -350, -205, -91, -859, 964.19, 27.97
312, 11, -2, 1007, -140, -140, -420, -205, -93, -858, 964.19, 27.97
313, 12, -2, 1007, -140, -70, -350, -208, -93, -856, 964.19, 27.97
314, 11, -2, 1008, -70, -70, -350, -210, -90, -855, 964.19, 27.97
315, 12, -2, 1008, -140, -70, -350, -211, -90, -853, 964.19, 27.97
316, 11, -2, 1008, -140, -70, -350, -216, -91, -859, 964.19, 27.97
317, 11, -2, 1007, -70, -70, -420, -210, -87, -861, 964.19, 27.97
318, 11, -2, 1007, -70, -70, -350, -207, -85, -859, 964.22, 27.97
319, 11, -2, 1008, -140, -70, -420, -207, -82, -858, 964.22, 27.97
320, 12, -2, 1007, -140, 0, -350, -207, -84, -856, 964.22, 27.97
321, 11, -2, 1007, -70, -70, -350, -207, -91, -862, 964.22, 27.97
322, 11, -1, 1008, -70, -140, -420, -207, -94, -861, 964.18, 27.97
323, 11, -2, 1008, -140, -70, -350, -207, -96, -858, 964.18, 27.97
324, 11, -2, 1007, -140, -70, -420, -205, -90, -856, 964.18, 27.97
325, 11, -2, 1008, -140, -70, -420, -204, -85, -853, 964.18, 27.97
326, 11, -2, 1008, -140, -70, -350, -202, -93, -856, 964.15, 27.97
327, 11, -1, 1007, -70, -70, -350, -204, -93, -858, 964.15, 27.97
328, 11, -2, 1006, -140, -70, -420, -205, -93, -858, 964.15, 27.97
329, 11, -2, 1008, -140, -70, -350, -204, -88, -859, 964.15, 27.97
330, 11, -2, 1008, -70, 0, -350, -198, -84, -855, 964.18, 27.97
331, 11, -2, 1007, -140, -70, -420, -198, -90, -858, 964.18, 27.97
332, 11, -2, 1007, -140, 0, -420, -211, -94, -855, 964.18, 27.97
333, 11, -3, 1007, -140, -70, -350, -210, -97, -856, 964.18, 27.97
334, 11, -2, 1008, -140, -70, -350, -204, -94, -859, 964.21, 27.97
335, 11, -2, 1007, -140, 0, -350, -205, -90, -855, 964.21, 27.97
336, 11, -2, 1007, -70, 0, -350, -205, -90, -853, 964.21, 27.97
337, 11, -2, 1007, -70, -70, -420, -207, -91, -853, 964.21, 27.97
338, 11, -1, 1007, -140, -70, -420, -204, -87, -853, 964.24, 27.97
339, 11, -2, 1007, -140, -70, -420, -204, -81, -855, 964.24, 27.97
340, 11, -2, 1007, -140, -70, -350, -207, -84, -856, 964.24, 27.97
341, 10, -2, 1008, -140, -70, -350, -205, -88, -853, 964.24, 27.97
342, 11, -2, 1007, -140, -70, -350, -207, -87, -855, 964.21, 27.97
343, 11, -2, 1008, -70, -70, -350, -202, -87, -856, 964.21, 27.97
344, 11, -2, 1008, -70, -70, -420, -202, -87, -853, 964.21, 27.97
345, 12, -2, 1008, -70, -70, -420, -205, -90, -859, 964.21, 27.97
346, 11, -3, 1008, -140, -70, -350, -201, -94, -858, 964.18, 27.97
347, 10, -2, 1008, -140, -70, -420, -202, -90, -853, 964.18, 27.97
348, 11, -1, 1008, -140, -70, -350, -207, -88, -852, 964.18, 27.97
349, 10, -2, 1007, -140, -70, -350, -207, -88, -853, 964.18, 27.97
350, 11, -2, 1008, -140, -70, -350, -204, -87, -859, 964.21, 27.97
351, 12, -1, 1007, -140, -70, -350, -208, -85, -856, 964.21, 27.97
352, 11, -2, 1008, -140, -140, -350, -211, -87, -855, 964.21, 27.95
353, 11, -2, 1008, -140, -70, -420, -210, -91, -852, 964.21, 27.95
354, 11, -2, 1007, -70, -70, -420, -207, -91, -852, 964.18, 27.95
355, 11, -2, 1007, -140, -70, -420, -204, -88, -856, 964.18, 27.95
356, 11, -1, 1008, -70, 0, -420, -202, -90, -853, 964.18, 27.95
357, 11, -2, 1007, -70, 0, -420, -199, -88, -858, 964.18, 27.95
358, 11, -3, 1008, -140, -70, -350, -202, -84, -859, 964.15, 27.95
359, 11, -2, 1007, -140, 0, -350, -207, -85, -856, 964.15, 27.95
360, 11, -2, 1007, -70, -70, -350, -210, -90, -856, 964.15, 27.95
361, 11, -1, 1008, -140, -70, -420, -210, -93, -855, 964.15, 27.95
362, 10, -2, 1008, -140, 0, -420, -205, -93, -862, 964.20, 27.95
363, 10, -2, 1007, -140, -70, -420, -202, -91, -859, 964.20, 27.95
364, 12, -2, 1007, -70, -70, -350, -205, -88, -856, 964.20, 27.95
365, 11, -2, 1008, -140, -70, -350, -211, -88, -858, 964.20, 27.95
366, 11, -3, 1007, -140, -70, -350, -205, -88, -859, 964.22, 27.95
367, 11, -2, 1008, -140, 0, -420, -202, -90, -858, 964.22, 27.95
368, 11, -2, 1008, -140, -70, -350, -207, -90, -855, 964.22, 27.95
369, 11, -2, 1007, -140, -70, -350, -207, -91, -858, 964.22, 27.95
370, 11, -2, 1008, -70, -70, -350, -208, -91, -858, 964.17, 27.95
371, 11, -2, 1007, -70, -70, -350, -210, -96, -858, 964.17, 27.95
372, 11, -2, 1008, -140, -70, -350, -208, -91, -858, 964.17, 27.95
373, 11, -2, 1007, -70, -70, -350, -208, -93, -864, 964.17, 27.95
374, 11, -2, 1008, -140, -70, -350, -207, -94, -868, 964.11, 27.95
375, 11, -2, 1007, -70, 0, -350, -207, -88, -868, 964.11, 27.95
376, 10, -1, 1008, -70, -70, -350, -207, -90, -861, 964.11, 27.95
377, 12, -2, 1008, -70, -70, -350, -205, -94, -859, 964.11, 27.95
378, 11, -2, 1006, -140, -70, -420, -207, -91, -858, 964.13, 27.95
379, 11, -2, 1007, -140, -70, -350, -208, -88, -853, 964.13, 27.95
380, 11, -2, 1008, -70, -70, -420, -204, -85, -859, 964.13, 27.95
381, 11, -3, 1007, -70, -70, -350, -202, -88, -862, 964.13, 27.95
382, 11, -2, 1008, -140, -70, -350, -207, -85, -859, 964.15, 27.95
383, 12, -1, 1007, -70, 0, -350, -205, -90, -864, 964.15, 27.95
384, 11, -2, 1007, -70, -70, -350, -204, -93, -862, 964.15, 27.95
385, 12, -2, 1008, -140, -70, -350, -204, -88, -861, 964.15, 27.95
