Time [mS], AccX [mg], AccY [mg], AccZ [mg], GyroX [mdps], GyroY [mdps], GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T ['C]
1847, 32, 66, 1018, -117950, 14840, 1680, -225, -75, -871, 964.20, 28.06
1848, 164, 281, 956, -140, 44450, -10990, -222, -81, -874, 964.20, 28.06
1849, 32, 46, 995, -630, 15540, -8820, -222, -93, -874, 964.20, 28.06
1850, 14, -22, 1019, 210, -3850, -8120, -217, -91, -874, 964.19, 28.06
1851, 76, -18, 1003, -560, -4270, -17220, -217, -87, -871, 964.19, 28.06
1852, 162, -32, 989, -630, 2100, -11060, -223, -82, -867, 964.19, 28.06
1853, 136, -23, 1007, -140, 7630, 6300, -222, -82, -862, 964.19, 28.06
1854, 42, -7, 997, -140, 12110, 490, -219, -85, -864, 964.18, 28.06
1855, 54, -1, 996, 0, 19180, -490, -214, -84, -867, 964.18, 28.06
1856, 53, -2, 993, 70, 28420, -350, -211, -85, -865, 964.18, 28.06
1857, 35, -3, 998, 490, 36470, -840, -217, -87, -868, 964.18, 28.06
1858, -23, -9, 1011, 560, 40810, -3640, -219, -90, -874, 964.17, 28.06
1859, 8, -4, 1005, -630, 560, -490, -216, -94, -873, 964.17, 28.06
1860, 11, -2, 1007, -280, 210, -420, -214, -91, -870, 964.17, 28.06
1861, 11, -1, 1008, -210, 140, -420, -216, -85, -868, 964.17, 28.06
1862, 10, -1, 1007, -140, 0, -420, -211, -90, -864, 964.17, 28.06
1863, 11, -2, 1006, -70, 0, -420, -213, -91, -867, 964.17, 28.06
1864, 10, -2, 1007, -70, -70, -350, -217, -85, -876, 964.17, 28.06
1865, 10, -2, 1007, -140, 0, -350, -217, -85, -874, 964.17, 28.06
1866, 10, -2, 1006, -140, -70, -350, -217, -90, -867, 964.16, 28.06
1867, 10, -2, 1005, -140, -70, -350, -216, -88, -864, 964.16, 28.06
1868, 10, -2, 1007, -140, -70, -350, -217, -87, -864, 964.16, 28.06
1869, 11, -2, 1007, -140, -70, -420, -220, -85, -867, 964.16, 28.06
1870, 11, -2, 1008, -140, 0, -420, -217, -84, -861, 964.18, 28.06
1871, 11, -2, 1006, -70, -70, -350, -220, -87, -862, 964.18, 28.06
1872, 10, -2, 1007, -140, -70, -350, -217, -85, -877, 964.18, 28.06
1873, 10, -2, 1006, -140, -70, -350, -216, -84, -871, 964.18, 28.06
1874, 10, -2, 1006, -140, -70, -420, -216, -84, -859, 964.18, 28.06
1875, 10, -2, 1005, -140, -70, -420, -210, -82, -868, 964.15, 28.06
1876, 10, -2, 1006, -140, -70, -350, -216, -87, -871, 964.15, 28.06
1877, 11, -1, 1007, -140, -70, -350, -217, -88, -868, 964.15, 28.06
1878, 10, -2, 1008, -140, 0, -420, -217, -84, -871, 964.15, 28.06
1879, 10, -2, 1007, -70, 0, -350, -214, -81, -873, 964.13, 28.06
1880, 11, -1, 1007, -70, 0, -350, -210, -84, -870, 964.13, 28.06
1881, 11, -2, 1007, -140, -70, -350, -208, -84, -865, 964.13, 28.06
1882, 11, -2, 1006, -140, -70, -420, -216, -81, -865, 964.13, 28.06
1883, 10, -2, 1007, -140, -70, -350, -219, -82, -862, 964.15, 28.06
1884, 11, -2, 1006, -70, -70, -350, -219, -84, -865, 964.15, 28.06
1885, 11, -2, 1007, -70, 0, -350, -214, -84, -868, 964.15, 28.06
1886, 10, -2, 1007, -70, 0, -350, -211, -87, -865, 964.15, 28.06
1887, 10, -2, 1006, -140, 0, -350, -214, -88, -871, 964.16, 28.06
1888, 10, -2, 1006, -140, -70, -350, -214, -87, -874, 964.16, 28.06
1889, 11, -2, 1006, -140, -140, -350, -214, -85, -868, 964.16, 28.06
1890, 11, -2, 1006, -140, -70, -350, -217, -87, -870, 964.16, 28.06
1891, 11, -3, 1006, -70, 0, -350, -217, -90, -873, 964.13, 28.06
1892, 11, -2, 1006, -140, -70, -350, -219, -88, -870, 964.13, 28.06
1893, 10, -2, 1008, -140, -70, -350, -217, -82, -870, 964.13, 28.06
1894, 10, -2, 1006, -140, -70, -420, -217, -84, -876, 964.13, 28.06
1895, 11, -2, 1006, -140, -70, -350, -214, -85, -874, 964.20, 28.06
1896, 10, -1, 1006, -140, 0, -350, -214, -84, -862, 964.20, 28.06
1897, 11, -2, 1006, -140, 0, -350, -217, -85, -865, 964.20, 28.06
1898, 12, -2, 1006, -140, 0, -350, -219, -88, -870, 964.20, 28.06
1899, 138, -85, 1009, -210, 0, 5250, -220, -90, -865, 964.18, 28.06
1900, 82, -21, 1004, -350, -70, 41790, -216, -90, -858, 964.18, 28.06
1901, 37, -41, 1006, -280, -140, 48020, -213, -87, -865, 964.18, 28.06
1902, -24, 9, 1010, -70, -70, 44870, -210, -90, -882, 964.18, 28.06
1903, -53, 50, 1007, -420, -280, 37100, -210, -91, -879, 964.06, 28.06
1904, -8, 49, 1008, -420, 140, 25830, -207, -87, -868, 964.06, 28.06
1905, 10, -7, 998, -70, -70, 9310, -207, -85, -870, 964.06, 28.06
1906, -33, 25, 1007, -210, 140, 3920, -210, -85, -876, 964.06, 28.06
1907, -60, 41, 1004, -210, 70, 2450, -210, -87, -871, 964.13, 28.06
1908, -41, 9, 1008, 70, -140, 3850, -213, -97, -877, 964.13, 28.06
1909, 10, -2, 1007, 0, -70, 6440, -210, -96, -886, 964.13, 28.06
1910, 10, -6, 1006, -70, -70, 8050, -205, -88, -883, 964.13, 28.06
1911, -9, 3, 1006, -70, -70, 3220, -207, -88, -877, 964.19, 28.06
1912, -4, 6, 1006, -70, -70, 560, -208, -82, -870, 964.19, 28.06
1913, 10, -2, 1006, -70, -70, -350, -211, -81, -867, 964.19, 28.08
1914, 9, -3, 1007, -70, -70, -350, -213, -88, -864, 964.19, 28.08
1915, 10, -3, 1006, 0, -140, -420, -208, -91, -868, 964.14, 28.08
1916, 10, -2, 1006, 70, -210, -490, -210, -87, -870, 964.14, 28.08
1917, 11, -2, 1008, 70, -140, -350, -213, -82, -871, 964.14, 28.08
1918, 11, -1, 1007, 0, -140, -350, -213, -82, -871, 964.14, 28.08
1919, 11, -1, 1006, 0, -140, -420, -210, -84, -870, 964.13, 28.08
1920, 11, -2, 1006, -70, -70, -350, -207, -81, -868, 964.13, 28.08
1921, 11, -2, 1007, 0, -70, -350, -210, -78, -871, 964.13, 28.08
1922, 11, -3, 1007, 0, 0, -350, -210, -81, -867, 964.13, 28.08
1923, 11, -2, 1006, 0, -140, -420, -205, -87, -865, 964.17, 28.08
1924, 11, -2, 1006, 70, -70, -420, -205, -88, -867, 964.17, 28.08
1925, 10, -2, 1006, 70, -70, -420, -208, -85, -876, 964.17, 28.08
1926, 11, -2, 1006, 0, -70, -420, -211, -85, -876, 964.17, 28.08
1927, 12, -2, 1007, -70, -70, -420, -208, -88, -870, 964.17, 28.08
1928, 46, -72, 1009, -420, -70, -1120, -207, -84, -867, 964.17, 28.08
1929, 77, -41, 1005, -700, 140, -140, -205, -88, -862, 964.17, 28.08
1930, -14, 24, 1005, -350, 140, -4340, -207, -85, -862, 964.17, 28.08
1931, -51, 54, 1004, -140, 210, -11060, -214, -82, -868, 964.21, 28.08
1932, -52, 57, 1005, -70, -140, -12250, -210, -94, -874, 964.21, 28.08
1933, -28, 55, 1006, 0, -140, -5740, -205, -88, -870, 964.21, 28.08
1934, -5, 35, 1009, 0, -70, -210, -211, -85, -867, 964.21, 28.08
1935, 11, -1, 1007, -140, 0, -350, -208, -93, -873, 964.21, 28.08
1936, 20, -15, 1007, -210, 0, 70, -210, -90, -871, 964.21, 28.08
1937, 91, -117, 1006, -420, 0, 7000, -211, -82, -867, 964.21, 28.08
1938, 44, -44, 1006, -140, -350, 15190, -205, -84, -867, 964.21, 28.08
1939, -43, 54, 1005, -350, -70, 7980, -210, -88, -865, 964.17, 28.08
1940, 3, 39, 1006, -70, -140, -3080, -211, -87, -868, 964.17, 28.08
1941, 11, -3, 1006, -70, -140, -350, -205, -84, -867, 964.17, 28.08
1942, 11, -1, 1007, -140, 0, -350, -207, -84, -867, 964.17, 28.08
1943, 11, -1, 1007, -140, -70, -350, -211, -88, -871, 964.15, 28.08
1944, 11, -3, 1006, -140, 0, -420, -208, -88, -867, 964.15, 28.08
1945, 11, -2, 1007, -280, 70, -350, -210, -85, -865, 964.15, 28.08
1946, 10, -3, 1006, -210, -70, -210, -211, -84, -865, 964.15, 28.08
1947, 12, -6, 1007, -140, -70, 70, -214, -82, -868, 964.17, 28.08
1948, 22, -25, 1006, -140, -70, 1960, -214, -85, -874, 964.17, 28.08
1949, 14, -10, 1007, 0, -140, 5040, -216, -87, -874, 964.17, 28.08
1950, 13, -8, 1007, -70, -210, 5250, -216, -84, -867, 964.17, 28.08
1951, 29, -32, 1007, -140, -140, 6440, -213, -88, -868, 964.18, 28.08
1952, 15, -8, 1006, -420, 0, 8820, -211, -88, -870, 964.18, 28.08
1953, -5, 15, 1005, -280, 0, 5460, -211, -87, -867, 964.18, 28.08
1954, -16, 38, 1006, -70, -70, 1330, -214, -88, -868, 964.18, 28.08
1955, -3, 22, 1007, -140, 0, -1540, -211, -90, -867, 964.14, 28.08
1956, 10, 8, 1006, -70, -70, -1820, -208, -87, -864, 964.14, 28.08
1957, 12, 1, 1005, -70, -70, -630, -211, -84, -865, 964.14, 28.08
1958, 11, -2, 1007, 70, -140, -420, -216, -88, -870, 964.14, 28.08
1959, 11, -3, 1006, 70, -140, -420, -216, -88, -871, 964.16, 28.08
1960, 11, -2, 1006, 70, -140, -350, -211, -91, -876, 964.16, 28.08
1961, 11, -2, 1008, -70, -70, -420, -211, -88, -877, 964.16, 28.08
1962, 11, -2, 1006, -70, -70, -420, -211, -81, -867, 964.16, 28.08
1963, 12, -2, 1006, -70, 0, -420, -208, -85, -864, 964.20, 28.08
1964, 10, -2, 1006, -70, -70, -350, -208, -88, -870, 964.20, 28.08
1965, 10, -1, 1007, -140, 0, -420, -204, -90, -876, 964.20, 28.08
1966, 11, -2, 1007, -210, 0, -420, -204, -85, -874, 964.20, 28.08
1967, 10, -2, 1006, -70, 0, -350, -208, -84, -871, 964.19, 28.08
1968, 11, -2, 1006, -210, 0, -420, -208, -87, -874, 964.19, 28.08
1969, 11, -2, 1007, -280, 0, -350, -204, -85, -873, 964.19, 28.08
1970, 11, -2, 1007, -280, 70, -350, -207, -82, -877, 964.19, 28.08
1971, 11, -2, 1006, -210, 0, -420, -210, -82, -879, 964.17, 28.08
1972, 10, -2, 1005, -140, 0, -420, -211, -85, -868, 964.17, 28.08
1973, 11, -2, 1006, -140, -70, -420, -207, -85, -865, 964.17, 28.08
1974, 11, -2, 1006, -210, -70, -350, -201, -84, -871, 964.17, 28.08
1975, 11, -3, 1006, -140, -70, -420, -207, -88, -876, 964.11, 28.08
1976, 11, -2, 1006, -140, 0, -420, -208, -85, -876, 964.11, 28.08
1977, 11, -3, 1007, -140, -70, -420, -208, -85, -876, 964.11, 28.08
1978, 11, -3, 1007, -140, -70, -420, -207, -82, -876, 964.11, 28.08
1979, 10, -2, 1007, -210, 0, -420, -205, -84, -874, 964.10, 28.08
1980, 11, -2, 1007, -210, 0, -420, -205, -87, -873, 964.10, 28.08
1981, 10, -3, 1006, -140, -140, -420, -213, -87, -870, 964.10, 28.08
1982, 10, -3, 1006, -140, -70, -350, -217, -85, -870, 964.10, 28.08
1983, 10, -2, 1007, -210, -140, -420, -219, -85, -873, 964.16, 28.08
1984, 12, -2, 1007, -210, -70, -420, -214, -88, -873, 964.16, 28.08
1985, 11, -2, 1007, -210, 0, -490, -213, -87, -870, 964.16, 28.08
1986, 10, -2, 1007, -210, 0, -350, -210, -87, -870, 964.16, 28.08
1987, 10, -3, 1005, -70, -140, -350, -211, -88, -873, 964.18, 28.08
1988, 12, -2, 1006, -70, -140, -350, -214, -82, -870, 964.18, 28.08
1989, 11, -2, 1007, -70, -140, -350, -210, -84, -870, 964.18, 28.08
1990, 11, -2, 1007, -140, -70, -420, -207, -87, -867, 964.18, 28.08
1991, 10, -3, 1007, -70, -70, -350, -208, -87, -862, 964.17, 28.08
1992, 10, -3, 1007, -140, -70, -420, -213, -88, -867, 964.17, 28.08
1993, 10, -2, 1006, -140, -70, -350, -211, -85, -867, 964.17, 28.08
1994, 11, -3, 1006, -140, -70, -350, -210, -88, -868, 964.17, 28.08
1995, 10, -3, 1006, -140, 0, -350, -205, -88, -871, 964.13, 28.08
1996, 12, -3, 1007, -70, -70, -420, -204, -87, -873, 964.13, 28.08
1997, 11, -3, 1006, -140, -70, -420, -208, -90, -870, 964.13, 28.08
1998, 11, -2, 1007, -140, -70, -350, -210, -88, -870, 964.13, 28.08
1999, 10, -2, 1006, -140, -70, -350, -205, -85, -879, 964.14, 28.08
2000, 10, -2, 1007, -70, -70, -420, -207, -88, -877, 964.14, 28.09
2001, 10, -2, 1006, -70, -70, -350, -211, -85, -874, 964.14, 28.09
2002, 10, -2, 1007, -140, -70, -420, -207, -82, -871, 964.14, 28.09
2003, 11, -2, 1007, -70, 0, -420, -208, -84, -873, 964.17, 28.09
2004, 11, -3, 1006, -140, -70, -350, -211, -84, -873, 964.17, 28.09
2005, 11, -2, 1007, -140, 0, -350, -211, -87, -870, 964.17, 28.09
2006, 11, -3, 1006, -140, -70, -420, -211, -82, -870, 964.17, 28.09
2007, 10, -2, 1006, -70, -70, -350, -208, -78, -876, 964.15, 28.09
2008, 10, -3, 1007, -70, -70, -350, -207, -78, -876, 964.15, 28.09
2009, 10, -3, 1007, -140, -70, -350, -205, -84, -867, 964.15, 28.09
2010, 10, -2, 1006, -140, -70, -350, -208, -88, -867, 964.15, 28.09
2011, 10, -4, 1004, -140, 0, -420, -208, -84, -873, 964.15, 28.09
2012, 11, -1, 1008, 70, -140, -420, -204, -81, -877, 964.15, 28.09
2013, 11, -2, 1007, -70, -140, -420, -208, -84, -876, 964.15, 28.09
2014, 10, -3, 1006, -140, -70, -350, -210, -91, -871, 964.15, 28.09
2015, 11, -2, 1007, -70, -70, -420, -208, -88, -871, 964.17, 28.09
2016, 11, -3, 1006, -70, 0, -350, -207, -87, -867, 964.17, 28.09
2017, 10, -2, 1008, -140, -70, -350, -202, -85, -870, 964.17, 28.09
2018, 11, -2, 1006, -140, -70, -350, -202, -84, -871, 964.17, 28.09
2019, 11, -2, 1007, -140, 0, -350, -204, -85, -871, 964.18, 28.09
2020, 10, -2, 1006, -210, -70, -420, -205, -84, -879, 964.18, 28.09
2021, 11, -2, 1007, -70, 0, -420, -207, -85, -880, 964.18, 28.09
2022, 11, -2, 1007, -140, 70, -350, -204, -85, -883, 964.18, 28.09
2023, 10, -1, 1007, -140, -70, -350, -204, -85, -883, 964.18, 28.09
2024, 11, -2, 1007, -140, 0, -350, -202, -85, -871, 964.18, 28.09
2025, 10, -2, 1007, -210, 70, -350, -199, -85, -865, 964.18, 28.09
2026, 11, -3, 1006, -210, 0, -350, -201, -87, -865, 964.18, 28.09
2027, 10, -2, 1005, -140, -70, -420, -202, -85, -870, 964.16, 28.09
2028, 11, -2, 1007, -140, -70, -350, -207, -87, -865, 964.16, 28.09
2029, 11, -2, 1007, -70, -70, -420, -207, -88, -865, 964.16, 28.09
2030, 11, -2, 1006, -70, 0, -350, -208, -82, -883, 964.16, 28.09
2031, 11, -2, 1007, -70, -140, -420, -210, -85, -885, 964.17, 28.09
2032, 11, -2, 1006, -70, 0, -350, -204, -88, -873, 964.17, 28.09
2033, 11, -2, 1006, -70, 0, -350, -204, -81, -867, 964.17, 28.09
2034, 11, -2, 1006, -70, -70, -350, -208, -82, -864, 964.17, 28.09
2035, 10, -2, 1007, -140, 0, -350, -207, -87, -864, 964.19, 28.09
2036, 11, -2, 1007, -140, -70, -350, -201, -85, -868, 964.19, 28.09
2037, 10, -2, 1006, -140, -70, -350, -202, -87, -868, 964.19, 28.09
2038, 11, -2, 1007, -140, -70, -420, -207, -88, -873, 964.19, 28.09
2039, 11, -2, 1007, -70, -70, -420, -208, -87, -868, 964.15, 28.09
2040, 11, -2, 1006, -70, -70, -420, -207, -82, -868, 964.15, 28.09
2041, 11, -3, 1006, -140, -70, -420, -207, -81, -873, 964.15, 28.09
2042, 10, -3, 1006, -140, -140, -420, -208, -82, -868, 964.15, 28.09
2043, 10, -3, 1006, -70, -70, -420, -207, -82, -871, 964.15, 28.09
2044, 11, -2, 1008, -140, -70, -350, -204, -85, -877, 964.15, 28.09
2045, 11, -3, 1006, -140, 0, -350, -202, -88, -880, 964.15, 28.09
2046, 11, -2, 1006, -140, -70, -420, -204, -82, -880, 964.15, 28.09
2047, 10, -3, 1007, -140, -70, -350, -208, -81, -871, 964.12, 28.09
2048, 10, -2, 1006, -140, -70, -350, -207, -84, -867, 964.12, 28.09
2049, 11, -3, 1006, -140, -70, -350, -207, -87, -873, 964.12, 28.09
2050, 11, -3, 1006, -140, -140, -350, -208, -93, -873, 964.12, 28.09
2051, 11, -2, 1006, -70, -70, -420, -207, -85, -868, 964.14, 28.09
2052, 11, -3, 1006, -70, -70, -420, -205, -81, -879, 964.14, 28.09
2053, 11, -2, 1006, -70, 0, -420, -202, -85, -874, 964.14, 28.09
2054, 11, -3, 1006, -140, -70, -350, -205, -87, -868, 964.14, 28.09
2055, 11, -1, 1007, -140, 0, -350, -210, -88, -868, 964.18, 28.09
2056, 10, -3, 1006, -140, 70, -420, -210, -84, -867, 964.18, 28.09
2057, 11, -2, 1006, -210, -70, -350, -207, -81, -862, 964.18, 28.09
2058, 11, -2, 1007, -210, -70, -420, -207, -85, -865, 964.18, 28.09
2059, 11, -3, 1006, -70, 0, -350, -207, -87, -870, 964.20, 28.09
2060, 11, -2, 1007, -70, -70, -350, -208, -85, -870, 964.20, 28.09
2061, 10, -2, 1007, -70, -70, -350, -207, -85, -873, 964.20, 28.09
2062, 11, -2, 1006, -70, -70, -420, -205, -87, -883, 964.20, 28.09
2063, 11, -3, 1006, -70, 0, -350, -205, -88, -880, 964.20, 28.09
2064, 11, -2, 1007, -70, -140, -350, -210, -90, -868, 964.20, 28.09
2065, 10, -2, 1006, -140, 0, -350, -210, -90, -867, 964.20, 28.09
2066, 11, -1, 1006, -70, 0, -420, -208, -88, -867, 964.20, 28.09
2067, 11, -3, 1006, -140, -70, -350, -211, -84, -864, 964.20, 28.09
2068, 11, -3, 1006, -140, 0, -420, -211, -82, -868, 964.15, 28.09
2069, 11, -3, 1006, -140, -70, -350, -210, -90, -873, 964.15, 28.09
2070, 11, -3, 1007, -140, 0, -350, -208, -91, -870, 964.15, 28.09
2071, 10, -2, 1006, -140, 0, -420, -207, -90, -871, 964.15, 28.09
2072, 11, -2, 1007, -140, 70, -420, -211, -90, -871, 964.15, 28.09
2073, 11, -3, 1006, -70, 0, -350, -211, -85, -874, 964.15, 28.09
2074, 11, -3, 1006, -140, 0, -350, -205, -82, -876, 964.15, 28.09
2075, 10, -2, 1006, -70, -70, -350, -210, -88, -876, 964.15, 28.09
2076, 10, -2, 1006, -140, -70, -420, -211, -91, -874, 964.18, 28.09
2077, 11, -3, 1005, -140, 0, -420, -208, -85, -871, 964.18, 28.09
2078, 10, -2, 1006, -70, 0, -420, -207, -84, -873, 964.18, 28.09
2079, 10, -2, 1007, -70, -140, -420, -208, -88, -870, 964.18, 28.09
2080, 10, -2, 1006, -70, -140, -420, -211, -90, -870, 964.20, 28.09
2081, 11, -3, 1006, 70, -140, -420, -208, -88, -868, 964.20, 28.09
2082, 10, -2, 1007, 0, -70, -350, -211, -90, -868, 964.20, 28.09
2083, 10, -2, 1007, -210, 0, -350, -211, -90, -871, 964.20, 28.09
2084, 11, -2, 1006, -140, 0, -350, -210, -90, -870, 964.16, 28.09
2085, 11, -3, 1006, -70, -140, -350, -210, -91, -870, 964.16, 28.09
2086, 10, -2, 1007, -70, -70, -350, -208, -90, -871, 964.16, 28.09
2087, 10, -2, 1006, -140, 0, -350, -208, -85, -871, 964.16, 28.11
2088, 11, -2, 1006, -70, -70, -420, -205, -84, -870, 964.16, 28.11
2089, 11, -2, 1006, -140, -70, -420, -210, -82, -868, 964.16, 28.11
2090, 11, -2, 1006, -70, -70, -350, -211, -84, -874, 964.16, 28.11
2091, 11, -2, 1007, -70, -70, -350, -208, -82, -873, 964.16, 28.11
2092, 12, -2, 1006, -70, -140, -350, -207, -88, -880, 964.20, 28.11
2093, 11, -2, 1007, -140, -70, -350, -208, -90, -879, 964.20, 28.11
2094, 10, -2, 1007, -70, -70, -420, -205, -85, -871, 964.20, 28.11
2095, 10, -2, 1006, -70, -70, -350, -205, -87, -871, 964.20, 28.11
2096, 10, -3, 1006, -70, -70, -420, -210, -85, -871, 964.16, 28.11
2097, 11, -2, 1006, -140, -70, -350, -211, -84, -871, 964.16, 28.11
2098, 10, -2, 1006, -140, -70, -350, -208, -84, -871, 964.16, 28.11
2099, 11, -3, 1005, -210, -70, -420, -205, -82, -870, 964.16, 28.11
2100, 11, -2, 1007, -70, -70, -420, -207, -81, -873, 964.14, 28.11
2101, 10, -3, 1006, -140, -70, -350, -208, -79, -871, 964.14, 28.11
2102, 11, -3, 1006, -140, -70, -350, -207, -85, -868, 964.14, 28.11
2103, 11, -2, 1007, -140, 0, -350, -207, -87, -870, 964.14, 28.11
2104, 11, -2, 1006, -140, 0, -350, -208, -85, -870, 964.22, 28.11
2105, 11, -1, 1007, -140, 0, -420, -210, -88, -870, 964.22, 28.11
2106, 10, -2, 1006, -140, -70, -350, -211, -90, -871, 964.22, 28.11
2107, 11, -2, 1007, -140, -70, -350, -208, -87, -870, 964.22, 28.11
2108, 10, -2, 1007, -140, 0, -350, -208, -85, -870, 964.22, 28.11
2109, 11, -2, 1007, -140, 0, -350, -213, -84, -873, 964.22, 28.11
2110, 11, -2, 1006, -70, -70, -350, -211, -84, -874, 964.22, 28.11
2111, 11, -3, 1008, -70, -140, -350, -210, -87, -876, 964.22, 28.11
2112, 11, -3, 1007, -70, -70, -350, -211, -87, -883, 964.19, 28.11
2113, 11, -2, 1006, -140, 0, -350, -210, -85, -882, 964.19, 28.11
2114, 11, -2, 1007, -140, 0, -350, -207, -87, -882, 964.19, 28.11
2115, 10, -2, 1006, -210, 0, -350, -205, -88, -880, 964.19, 28.11
2116, 10, -3, 1006, -140, 0, -420, -205, -85, -873, 964.20, 28.11
2117, 9, -2, 1006, -210, 0, -350, -211, -85, -871, 964.20, 28.11
2118, 10, -3, 1005, -140, 0, -350, -214, -85, -870, 964.20, 28.11
2119, 10, -3, 1006, -140, -70, -350, -205, -87, -874, 964.20, 28.11
2120, 11, -2, 1006, -70, -70, -420, -199, -91, -874, 964.15, 28.11
2121, 11, -2, 1007, -70, 0, -420, -205, -87, -873, 964.15, 28.11
2122, 11, -3, 1006, -140, -70, -420, -205, -85, -870, 964.15, 28.11
2123, 11, -2, 1006, -140, -70, -420, -208, -85, -870, 964.15, 28.11
2124, 11, -1, 1006, -140, -70, -420, -204, -88, -870, 964.16, 28.11
2125, 10, -1, 1006, -140, 0, -420, -202, -93, -873, 964.16, 28.11
2126, 10, -2, 1006, -140, 0, -420, -208, -90, -873, 964.16, 28.11
2127, 11, -3, 1006, -140, -70, -350, -213, -88, -877, 964.16, 28.11
2128, 10, -2, 1007, -70, -70, -350, -214, -90, -876, 964.13, 28.11
2129, 10, -2, 1006, -140, -70, -350, -210, -85, -868, 964.13, 28.11
2130, 11, -2, 1006, -210, 0, -350, -208, -81, -865, 964.13, 28.11
2131, 10, -2, 1007, -70, -70, -350, -211, -81, -868, 964.13, 28.11
2132, 11, -1, 1007, -70, -70, -350, -214, -84, -874, 964.12, 28.11
2133, 10, -2, 1005, -70, -70, -420, -211, -88, -871, 964.12, 28.11
2134, 10, -3, 1006, -70, -70, -350, -210, -90, -867, 964.12, 28.11
2135, 11, -3, 1007, 0, -140, -420, -208, -85, -868, 964.12, 28.11
2136, 11, -2, 1007, -70, -140, -420, -204, -79, -868, 964.19, 28.11
2137, 11, -3, 1007, -140, -70, -420, -207, -85, -873, 964.19, 28.11
2138, 11, -3, 1006, -70, -140, -350, -214, -88, -874, 964.19, 28.11
2139, 11, -2, 1007, -140, -70, -420, -213, -84, -873, 964.19, 28.11
2140, 10, -2, 1007, -140, -70, -350, -205, -85, -871, 964.21, 28.11
2141, 11, -1, 1006, -140, -70, -420, -205, -84, -870, 964.21, 28.11
2142, 11, -3, 1007, -140, 0, -350, -204, -79, -865, 964.21, 28.11
2143, 11, -3, 1006, -280, 0, -420, -204, -81, -868, 964.21, 28.11
2144, 10, -3, 1006, -210, 0, -350, -208, -82, -873, 964.22, 28.11
2145, 11, -2, 1006, -210, 70, -350, -211, -81, -865, 964.22, 28.11
2146, 10, -2, 1007, -210, 70, -420, -211, -81, -862, 964.22, 28.11
2147, 11, -2, 1006, -280, 70, -350, -208, -87, -870, 964.22, 28.11
2148, 11, -2, 1006, -280, 0, -420, -207, -87, -873, 964.19, 28.11
2149, 11, -3, 1005, -140, -70, -420, -205, -82, -870, 964.19, 28.11
2150, 11, -2, 1006, -210, -70, -350, -210, -84, -879, 964.19, 28.11
2151, 10, -2, 1007, -140, -140, -350, -208, -84, -880, 964.19, 28.11
2152, 11, -2, 1007, -140, -140, -350, -204, -79, -870, 964.19, 28.11
2153, 10, -3, 1007, -140, -70, -420, -204, -81, -871, 964.19, 28.11
2154, 10, -2, 1007, -140, -70, -350, -208, -88, -874, 964.19, 28.11
2155, 10, -3, 1006, -140, -70, -350, -208, -88, -877, 964.19, 28.11
2156, 11, -2, 1007, -70, -70, -350, -204, -85, -876, 964.17, 28.11
2157, 10, -2, 1006, -140, -70, -420, -207, -87, -876, 964.17, 28.11
2158, 10, -2, 1006, -140, -70, -420, -210, -87, -883, 964.17, 28.11
2159, 11, -2, 1007, -140, -70, -350, -214, -87, -882, 964.17, 28.11
2160, 10, -2, 1007, -70, -70, -350, -211, -90, -870, 964.12, 28.11
2161, 11, -2, 1006, -140, 0, -350, -207, -91, -870, 964.12, 28.11
2162, 10, -2, 1006, -140, 0, -420, -208, -87, -870, 964.12, 28.11
2163, 11, -3, 1006, -140, 0, -420, -210, -82, -867, 964.12, 28.11
2164, 10, -3, 1006, -140, -70, -350, -208, -82, -879, 964.11, 28.11
2165, 11, -3, 1006, -70, -70, -350, -210, -85, -888, 964.11, 28.11
2166, 11, -2, 1007, -70, -70, -350, -211, -87, -885, 964.11, 28.11
2167, 11, -2, 1006, -140, -70, -420, -207, -82, -882, 964.11, 28.11
2168, 10, -2, 1007, -140, 0, -420, -207, -79, -874, 964.12, 28.11
2169, 10, -2, 1006, -140, 0, -350, -208, -85, -873, 964.12, 28.11
2170, 10, -3, 1006, -140, 0, -350, -201, -85, -871, 964.12, 28.11
2171, 11, -2, 1007, -140, -70, -350, -202, -81, -874, 964.12, 28.11
2172, 11, -2, 1007, -140, -70, -350, -208, -82, -871, 964.18, 28.11
2173, 10, -2, 1007, -140, 0, -350, -210, -85, -874, 964.18, 28.11
2174, 10, -2, 1006, -140, 0, -350, -205, -84, -876, 964.18, 28.12
2175, 11, -3, 1006, -140, 0, -420, -207, -82, -871, 964.18, 28.12
2176, 10, -3, 1006, -70, -140, -350, -213, -84, -867, 964.19, 28.12
2177, 11, -3, 1007, -70, -70, -350, -210, -84, -867, 964.19, 28.12
2178, 10, -2, 1006, -70, -70, -350, -210, -87, -870, 964.19, 28.12
2179, 10, -3, 1007, -140, 0, -350, -213, -88, -873, 964.19, 28.12
2180, 10, -3, 1006, -140, 70, -350, -207, -81, -880, 964.18, 28.12
2181, 10, -2, 1006, -140, 0, -420, -205, -79, -876, 964.18, 28.12
2182, 10, -3, 1005, -140, -70, -350, -208, -85, -873, 964.18, 28.12
2183, 10, -2, 1006, -70, -70, -420, -211, -87, -873, 964.18, 28.12
2184, 10, -3, 1006, -70, -70, -350, -207, -93, -867, 964.19, 28.12
