Time [mS], AccX [mg], AccY [mg], AccZ [mg], GyroX [mdps], GyroY [mdps], GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T ['C]
3090, 1012, 2, 62, 542, 86537, -1767, -498, -87, -447, 964.85, 31.34
3091, 1009, 2, 77, 577, 94570, -1960, -496, -88, -450, 964.83, 31.34
3092, 1007, 2, 92, 630, 102305, -2135, -492, -88, -450, 964.83, 31.34
3093, 1003, 3, 110, 700, 109042, -2310, -493, -88, -460, 964.83, 31.34
3094, 999, 3, 127, 787, 120540, -2572, -492, -91, -469, 964.83, 31.34
3095, 987, 4, 168, 805, 124215, -2660, -492, -91, -474, 964.86, 31.34
3096, 984, 4, 185, 822, 127487, -2712, -496, -93, -484, 964.86, 31.34
3097, 984, 4, 200, 822, 131915, -2870, -495, -94, -493, 964.86, 31.34
3098, 978, 5, 221, 840, 137252, -2975, -490, -94, -501, 964.86, 31.34
3099, 974, 5, 239, 910, 141627, -3080, -493, -94, -507, 964.84, 31.34
3100, 976, 5, 261, 2030, 163047, -3167, -493, -88, -517, 964.84, 31.34
3101, 951, 7, 302, 2625, 174790, -3202, -489, -91, -529, 964.84, 31.34
3102, 970, 21, 376, 2135, 176785, -2432, -493, -96, -532, 964.84, 31.34
3103, 921, 16, 402, -1312, 159757, 2957, -490, -91, -540, 964.89, 31.34
3104, 925, 8, 386, -1907, 155505, 4357, -489, -91, -559, 964.89, 31.34
3105, 902, 6, 418, -2100, 154192, 5005, -490, -91, -573, 964.89, 31.34
3106, 894, 5, 452, -2607, 142327, 5827, -487, -91, -576, 964.89, 31.34
3107, 889, 3, 464, -2800, 141347, 6405, -487, -94, -583, 964.89, 31.34
3108, 859, -6, 493, -2380, 140332, 6090, -486, -94, -583, 964.89, 31.34
3109, 835, -7, 520, -332, 129377, 2485, -481, -94, -589, 964.89, 31.34
3110, 861, 0, 515, 262, 124355, 770, -475, -93, -594, 964.89, 31.34
3111, 862, 0, 521, 420, 129780, 507, -474, -91, -601, 964.89, 31.34
3112, 824, 0, 568, 560, 132090, 192, -468, -90, -613, 964.83, 31.34
3113, 823, 0, 575, 735, 133315, 140, -468, -93, -627, 964.83, 31.34
3114, 813, 0, 591, 717, 137847, 227, -468, -93, -633, 964.83, 31.34
3115, 790, 0, 615, 805, 140700, 140, -462, -100, -637, 964.83, 31.34
3116, 766, 0, 640, 980, 138075, 157, -459, -100, -646, 964.84, 31.34
3117, 762, 0, 650, 1015, 135310, 157, -456, -96, -651, 964.84, 31.34
3118, 754, 1, 669, 1207, 140000, 455, -453, -99, -654, 964.84, 31.34
3119, 731, 0, 686, 857, 145092, 700, -450, -100, -666, 964.84, 31.34
3120, 697, 0, 715, 787, 145267, 700, -447, -103, -675, 964.83, 31.34
3121, 669, -1, 737, 857, 138180, 787, -445, -103, -678, 964.83, 31.34
3122, 676, 0, 743, 787, 132107, 560, -447, -99, -687, 964.83, 31.34
3123, 656, 0, 768, 577, 126420, 490, -442, -99, -696, 964.83, 31.34
3124, 635, -1, 775, 805, 124390, 210, -433, -106, -700, 964.81, 31.34
3125, 618, 0, 788, 927, 123900, 87, -426, -102, -709, 964.81, 31.34
3126, 604, -2, 798, 752, 122342, -70, -426, -99, -715, 964.81, 31.34
3127, 597, 0, 805, 717, 123112, -245, -427, -105, -717, 964.81, 31.34
3128, 574, 0, 820, 665, 123200, -420, -426, -105, -729, 964.84, 31.34
3129, 548, -1, 837, 192, 123672, -1137, -421, -105, -745, 964.84, 31.36
3130, 513, 0, 859, -1190, 123602, -3535, -417, -106, -750, 964.84, 31.36
3131, 502, -1, 867, -4165, 123112, -8872, -417, -109, -753, 964.84, 31.36
3132, 514, -2, 859, -4672, 123830, -9695, -414, -111, -765, 964.79, 31.36
3133, 480, 0, 879, -3220, 123515, -7367, -405, -111, -762, 964.79, 31.36
3134, 453, -3, 892, -4340, 122325, -9957, -396, -109, -756, 964.79, 31.36
3135, 401, -5, 916, -6860, 115465, -16572, -393, -106, -763, 964.79, 31.36
3136, 397, -3, 921, -9345, 110880, -23065, -391, -109, -774, 964.82, 31.36
3137, 410, -1, 916, -9187, 107502, -23135, -387, -109, -775, 964.82, 31.36
3138, 407, -1, 916, -7770, 105560, -20160, -381, -106, -775, 964.82, 31.36
3139, 401, 1, 919, -5127, 106365, -14927, -373, -108, -777, 964.82, 31.36
3140, 365, 0, 935, -3202, 104772, -10552, -372, -112, -778, 964.84, 31.36
3141, 344, 2, 943, -1295, 98962, -5722, -370, -114, -792, 964.84, 31.36
3142, 318, 1, 953, -542, 96547, -3500, -363, -112, -792, 964.84, 31.36
3143, 296, -1, 960, -472, 93012, -3535, -361, -114, -787, 964.84, 31.36
3144, 273, -2, 968, -1085, 88917, -5407, -358, -109, -793, 964.78, 31.36
3145, 264, -1, 972, -1575, 82827, -7455, -355, -111, -795, 964.78, 31.36
3146, 287, 4, 965, 175, 75600, -1260, -355, -112, -796, 964.78, 31.36
3147, 250, 0, 974, 105, 74182, -997, -346, -108, -796, 964.78, 31.36
3148, 244, 0, 976, 87, 73482, -945, -343, -106, -801, 964.78, 31.36
3149, 243, 0, 973, 157, 74585, -647, -346, -111, -804, 964.78, 31.36
3150, 230, 0, 975, 245, 78225, -297, -342, -114, -805, 964.78, 31.36
3151, 212, 0, 980, 367, 79870, -140, -339, -115, -804, 964.78, 31.36
3152, 201, 0, 986, 542, 81550, -192, -337, -120, -805, 964.78, 31.36
3153, 163, 0, 992, 647, 80010, -192, -333, -118, -811, 964.78, 31.36
3154, 153, 1, 997, 612, 75495, -157, -328, -115, -819, 964.78, 31.36
3155, 158, 0, 990, 472, 74690, -105, -324, -114, -817, 964.78, 31.36
3156, 150, 0, 990, 525, 77507, 87, -322, -115, -819, 964.79, 31.36
3157, 135, 2, 995, 647, 78785, 1050, -328, -115, -820, 964.79, 31.36
3158, 99, 0, 1000, 1032, 81427, 5197, -322, -117, -813, 964.79, 31.36
3159, 97, 3, 1002, 1155, 79467, 7420, -316, -115, -817, 964.79, 31.36
3160, 64, 0, 1007, 1015, 76982, 8732, -312, -112, -826, 964.84, 31.36
3161, 59, -1, 1005, 542, 74095, 4270, -309, -117, -826, 964.84, 31.36
3162, 56, 0, 1004, 332, 72537, 2345, -307, -117, -820, 964.84, 31.36
3163, 45, 0, 1005, 192, 71592, 1050, -298, -121, -834, 964.84, 31.36
3164, 26, 0, 1007, -122, 69527, 210, -294, -123, -843, 964.88, 31.36
3165, -19, 0, 1023, -297, 66097, 595, -294, -114, -835, 964.88, 31.36
3166, -147, -2, 1064, 1050, 21805, -402, -294, -114, -835, 964.88, 31.36
3167, 11, 0, 1008, -52, 455, -420, -295, -120, -835, 964.88, 31.36
3168, 11, 0, 1006, 35, 245, -402, -294, -124, -832, 964.87, 31.36
3169, 12, 0, 1006, 17, 122, -350, -292, -120, -826, 964.87, 31.36
3170, 12, 0, 1006, 0, 122, -385, -292, -118, -828, 964.87, 31.36
3171, 12, 0, 1006, 35, 210, -367, -295, -121, -829, 964.87, 31.36
3172, 12, 0, 1005, 35, 140, -367, -295, -118, -829, 964.88, 31.36
3173, 13, 0, 1004, -70, 35, -402, -292, -121, -828, 964.88, 31.36
3174, 12, 0, 1003, -87, 35, -385, -289, -118, -829, 964.88, 31.36
3175, 12, 0, 1005, -140, 35, -402, -291, -115, -832, 964.88, 31.36
3176, 13, 0, 1007, -175, 105, -402, -292, -120, -829, 964.85, 31.36
3177, 12, 1, 1007, -105, 52, -385, -292, -121, -832, 964.85, 31.36
3178, 12, 0, 1006, -122, 0, -367, -292, -120, -831, 964.85, 31.36
3179, 12, 0, 1006, -140, 0, -367, -292, -124, -828, 964.85, 31.36
3180, 13, 0, 1006, -105, -17, -367, -294, -121, -834, 964.83, 31.36
3181, 13, 0, 1004, -87, 17, -385, -294, -120, -841, 964.83, 31.36
3182, 12, 0, 1005, -70, 35, -315, -295, -124, -835, 964.83, 31.36
3183, 12, 0, 1007, -70, 0, -350, -295, -124, -826, 964.83, 31.36
3184, 12, 0, 1007, -52, -17, -332, -288, -120, -826, 964.82, 31.36
3185, 12, 0, 1007, -105, 35, -367, -288, -120, -829, 964.82, 31.36
3186, 12, 0, 1006, -157, 0, -350, -292, -126, -831, 964.82, 31.36
3187, 13, 0, 1006, -140, 87, -350, -297, -120, -834, 964.82, 31.36
3188, 12, 0, 1004, -157, 87, -367, -297, -117, -832, 964.80, 31.36
3189, 13, 0, 1006, -175, 157, -332, -294, -120, -829, 964.80, 31.36
3190, 12, 0, 1006, -297, 122, -367, -297, -120, -828, 964.80, 31.36
3191, 12, 0, 1006, -437, 140, -367, -298, -117, -829, 964.80, 31.36
3192, 12, 0, 1007, -472, 70, -350, -292, -121, -831, 964.84, 31.36
3193, 12, 0, 1007, -700, 70, -385, -289, -124, -832, 964.84, 31.36
3194, 13, -1, 1004, -945, -52, -385, -291, -118, -831, 964.84, 31.36
3195, 12, 0, 1005, -367, 315, -402, -291, -117, -831, 964.84, 31.36
3196, 11, 0, 1005, -840, -17, -402, -294, -121, -834, 964.89, 31.36
3197, 13, -3, 1001, -105, 122, -350, -294, -123, -832, 964.89, 31.36
3198, 13, -1, 1003, 0, -52, -262, -294, -120, -831, 964.89, 31.36
3199, 12, 0, 1004, 350, 70, -367, -295, -117, -834, 964.89, 31.36
3200, 12, 0, 1007, 560, 87, -367, -292, -115, -837, 964.88, 31.36
3201, 12, 0, 1007, 70, -35, -385, -289, -117, -831, 964.88, 31.36
3202, 11, 0, 1005, -17, 17, -367, -289, -121, -828, 964.88, 31.36
3203, 12, 0, 1005, -70, 0, -385, -291, -123, -829, 964.88, 31.36
3204, 12, 0, 1004, -122, -17, -350, -292, -121, -832, 964.82, 31.36
3205, 12, 0, 1007, -87, -35, -367, -295, -120, -834, 964.82, 31.36
3206, 12, 0, 1006, -70, -70, -367, -295, -126, -834, 964.82, 31.36
3207, 13, 0, 1006, -140, -35, -367, -291, -124, -837, 964.82, 31.36
3208, 11, 0, 1006, -87, 0, -385, -289, -120, -832, 964.82, 31.36
3209, 12, 0, 1006, -140, -17, -332, -288, -124, -828, 964.82, 31.36
3210, 11, 0, 1006, -175, -35, -367, -292, -124, -826, 964.82, 31.36
3211, 12, 0, 1005, -105, -17, -350, -291, -117, -826, 964.82, 31.36
3212, 12, 0, 1006, -140, -70, -332, -286, -118, -828, 964.80, 31.36
3213, 12, 0, 1006, -140, -17, -332, -292, -126, -831, 964.80, 31.36
3214, 12, 0, 1006, -70, 35, -367, -298, -121, -837, 964.80, 31.36
3215, 12, 0, 1007, -122, -70, -367, -297, -114, -835, 964.80, 31.36
3216, 12, 0, 1006, -70, -52, -367, -292, -115, -831, 964.84, 31.36
3217, 12, 0, 1006, -87, 17, -367, -289, -117, -826, 964.84, 31.36
3218, 12, 0, 1006, -105, -35, -367, -289, -121, -826, 964.84, 31.36
3219, 12, 0, 1005, -70, 17, -367, -289, -126, -832, 964.84, 31.36
3220, 12, 0, 1006, -105, 0, -402, -289, -120, -831, 964.88, 31.36
3221, 12, 0, 1006, -122, 17, -367, -294, -120, -831, 964.88, 31.36
3222, 12, 1, 1006, -332, -70, -420, -297, -118, -832, 964.88, 31.36
3223, 13, -1, 1004, -297, -52, -385, -291, -117, -834, 964.88, 31.36
3224, 12, 0, 1006, -157, -35, -367, -288, -120, -832, 964.83, 31.36
3225, 12, 0, 1005, -210, -17, -385, -286, -121, -831, 964.83, 31.36
3226, 12, 0, 1006, -122, 35, -367, -291, -121, -829, 964.83, 31.36
3227, 12, 0, 1004, -140, 17, -385, -291, -121, -831, 964.83, 31.36
3228, 12, 0, 1005, -175, -52, -367, -289, -120, -831, 964.81, 31.36
3229, 12, 0, 1006, -140, -35, -350, -291, -121, -831, 964.81, 31.36
3230, 12, 0, 1006, -105, -70, -367, -292, -123, -834, 964.81, 31.36
3231, 12, 0, 1006, -52, 0, -350, -291, -123, -834, 964.81, 31.36
3232, 12, 0, 1006, -35, -35, -385, -286, -121, -832, 964.81, 31.36
3233, 12, 0, 1006, -70, 17, -385, -289, -121, -832, 964.81, 31.36
3234, 12, 0, 1005, -87, 0, -367, -291, -121, -838, 964.81, 31.36
3235, 12, 0, 1005, -87, 17, -367, -291, -120, -831, 964.81, 31.36
3236, 12, 0, 1006, -105, 0, -332, -292, -117, -825, 964.80, 31.36
3237, 12, 0, 1006, -122, -52, -350, -289, -120, -831, 964.80, 31.36
3238, 12, 0, 1006, -105, -70, -350, -289, -121, -834, 964.80, 31.36
3239, 12, 0, 1006, -122, -35, -367, -291, -118, -832, 964.80, 31.36
3240, 12, 0, 1005, -157, -35, -367, -286, -121, -828, 964.79, 31.36
3241, 11, 0, 1005, -122, 0, -350, -286, -120, -831, 964.79, 31.36
3242, 12, 0, 1005, -140, 17, -350, -288, -117, -834, 964.79, 31.36
3243, 12, 0, 1006, -140, 17, -420, -288, -120, -837, 964.79, 31.36
3244, 12, 0, 1006, -105, -35, -385, -289, -115, -835, 964.81, 31.36
3245, 12, 0, 1006, -140, -35, -385, -291, -118, -829, 964.81, 31.36
3246, 12, 0, 1006, -105, -17, -350, -294, -123, -829, 964.81, 31.36
3247, 12, 0, 1006, -105, -17, -367, -292, -123, -834, 964.81, 31.36
3248, 12, 0, 1005, -122, -17, -385, -289, -121, -835, 964.84, 31.36
3249, 12, 0, 1005, -140, 17, -332, -291, -120, -829, 964.84, 31.36
3250, 12, 0, 1006, -105, -17, -385, -292, -121, -829, 964.84, 31.36
3251, 11, 0, 1006, -140, 0, -367, -289, -121, -829, 964.84, 31.36
3252, 11, 0, 1005, -105, 35, -385, -289, -117, -834, 964.86, 31.36
3253, 12, 0, 1005, -105, -17, -367, -294, -120, -844, 964.86, 31.36
3254, 11, 0, 1005, -122, 0, -402, -297, -118, -838, 964.86, 31.36
3255, 12, 0, 1006, -140, -35, -350, -292, -112, -828, 964.86, 31.36
3256, 12, 0, 1005, -122, -35, -367, -291, -117, -832, 964.87, 31.36
3257, 12, 0, 1005, -140, 0, -402, -292, -124, -834, 964.87, 31.36
3258, 12, 0, 1005, -122, -35, -367, -294, -121, -831, 964.87, 31.36
3259, 12, 0, 1005, -122, 17, -385, -295, -120, -832, 964.87, 31.36
3260, 12, 0, 1006, -140, -17, -367, -294, -118, -832, 964.83, 31.36
3261, 12, 0, 1006, -140, 0, -367, -292, -115, -841, 964.83, 31.36
3262, 12, 0, 1006, -122, -17, -367, -292, -118, -847, 964.83, 31.36
3263, 12, 0, 1005, -157, -35, -402, -291, -123, -834, 964.83, 31.36
3264, 12, 0, 1006, -157, -52, -350, -291, -126, -831, 964.83, 31.36
3265, 12, 0, 1005, -175, -52, -385, -291, -124, -835, 964.83, 31.36
3266, 12, 0, 1005, -122, 17, -367, -291, -120, -828, 964.83, 31.36
3267, 12, 0, 1003, 157, -17, -367, -288, -117, -823, 964.83, 31.36
3268, 12, 0, 1006, -210, -17, -385, -289, -118, -831, 964.84, 31.36
3269, 12, 0, 1006, -175, -52, -332, -292, -124, -831, 964.84, 31.36
3270, 11, 0, 1005, -87, -87, -367, -291, -123, -829, 964.84, 31.36
3271, 12, 0, 1005, 35, -17, -350, -292, -118, -831, 964.84, 31.36
3272, 11, 0, 1006, -35, -35, -332, -292, -118, -829, 964.84, 31.36
3273, 12, 0, 1006, -17, -70, -332, -288, -118, -829, 964.84, 31.36
3274, 12, 0, 1005, -35, 35, -350, -288, -120, -831, 964.84, 31.36
3275, 12, 0, 1006, -17, 17, -332, -292, -123, -828, 964.84, 31.36
3276, 11, 0, 1007, -17, -35, -350, -295, -123, -829, 964.84, 31.36
3277, 12, 0, 1006, -70, -17, -332, -295, -120, -834, 964.82, 31.36
3278, 11, 0, 1006, -70, -52, -350, -291, -118, -828, 964.82, 31.36
3279, 13, 0, 1006, 52, -52, -280, -291, -117, -828, 964.82, 31.36
3280, 12, 0, 1006, 157, -105, -210, -295, -118, -832, 964.82, 31.36
3281, 91, -59, 1008, 157, -140, 2992, -297, -118, -835, 964.79, 31.36
3282, 239, -151, 1008, -17, 52, 44467, -294, -117, -841, 964.79, 31.36
3283, 101, -103, 1003, -525, -52, 77822, -291, -121, -849, 964.79, 31.36
3284, 36, -13, 1006, -560, -70, 85295, -288, -123, -850, 964.79, 31.36
3285, -90, 180, 1005, -647, -140, 59132, -282, -123, -840, 964.80, 31.36
3286, 47, 4, 1006, -332, -175, 59202, -274, -123, -837, 964.80, 31.36
3287, 83, 0, 1005, -472, -87, 66920, -274, -120, -834, 964.80, 31.36
3288, 57, 15, 1007, -350, -175, 76930, -276, -124, -831, 964.80, 31.36
3289, 38, 4, 1005, -455, -140, 82880, -271, -129, -835, 964.84, 31.36
3290, 40, -2, 1003, -175, -280, 88112, -268, -126, -832, 964.84, 31.36
3291, 36, -1, 1005, -227, -280, 109322, -265, -126, -832, 964.84, 31.36
3292, 10, 0, 1006, -245, -332, 117302, -262, -135, -831, 964.84, 31.36
3293, 5, -13, 1005, -70, -315, 121275, -258, -135, -831, 964.85, 31.36
3294, -3, -12, 1003, 157, -262, 122115, -252, -135, -838, 964.85, 31.36
3295, -6, 11, 1009, 87, -385, 122430, -252, -138, -841, 964.85, 31.36
3296, 4, 11, 1005, -577, -420, 123200, -243, -130, -838, 964.85, 31.36
3297, 40, 9, 1007, -385, -420, 139090, -232, -135, -841, 964.81, 31.36
3298, 35, -9, 1007, -245, -472, 146370, -231, -139, -841, 964.81, 31.36
3299, 39, -24, 1004, -682, -455, 151585, -226, -136, -837, 964.81, 31.36
3300, 6, 0, 1007, -840, -577, 157465, -220, -135, -838, 964.81, 31.36
3301, 5, 6, 1002, -560, -350, 155557, -217, -135, -838, 964.80, 31.36
3302, 9, 10, 1004, -245, -402, 153352, -210, -133, -838, 964.80, 31.37
3303, 22, 18, 1006, -595, -507, 158620, -205, -133, -841, 964.80, 31.37
3304, 29, 31, 1006, -140, -560, 165200, -201, -133, -844, 964.80, 31.37
3305, 40, 5, 1001, -122, -840, 175980, -187, -127, -843, 964.83, 31.37
3306, 43, 21, 1008, -70, -980, 188895, -181, -123, -840, 964.83, 31.37
3307, 31, 31, 1007, -385, -1032, 200480, -180, -123, -840, 964.83, 31.37
3308, 21, 17, 1008, -280, -665, 208670, -172, -120, -840, 964.83, 31.37
3309, 9, 5, 1003, -227, -665, 215057, -166, -120, -835, 964.85, 31.37
3310, 39, -9, 1003, -770, -437, 215687, -159, -118, -835, 964.85, 31.37
3311, 21, 11, 1011, -262, -560, 216142, -154, -114, -838, 964.85, 31.37
3312, 33, 40, 1002, -892, -560, 211540, -147, -114, -838, 964.85, 31.37
3313, 9, 45, 1012, -980, -560, 202562, -138, -111, -837, 964.82, 31.37
3314, 23, 21, 1000, -1207, -315, 185727, -139, -103, -835, 964.82, 31.37
3315, 34, -17, 999, -1715, -227, 185010, -133, -96, -838, 964.82, 31.37
3316, 19, 1, 1007, -735, -595, 187372, -120, -91, -837, 964.82, 31.37
3317, 43, 6, 1004, -822, -560, 193672, -115, -85, -829, 964.82, 31.37
3318, 25, 3, 1010, -822, -157, 201740, -112, -78, -828, 964.82, 31.37
3319, 8, -8, 1007, -857, -262, 208267, -106, -76, -825, 964.82, 31.37
3320, 19, 33, 1003, -1067, -472, 217945, -102, -69, -825, 964.82, 31.37
3321, 33, 17, 1006, -1207, -472, 219467, -99, -61, -819, 964.83, 31.37
3322, 27, -4, 1004, -1330, -332, 225067, -91, -55, -813, 964.83, 31.37
3323, 9, 10, 1005, -490, -560, 229285, -84, -48, -810, 964.83, 31.37
3324, -20, -38, 1007, -892, -525, 224875, -81, -43, -808, 964.83, 31.37
3325, -12, -43, 1003, -752, -595, 208005, -78, -37, -807, 964.81, 31.37
3326, -9, -31, 999, -1260, -542, 184712, -75, -30, -805, 964.81, 31.37
3327, -2, -20, 1007, -630, -332, 175875, -72, -22, -802, 964.81, 31.37
3328, -1, -18, 1005, -262, -595, 167965, -75, -16, -798, 964.81, 31.37
3329, -1, -29, 1008, -367, -315, 159285, -73, -9, -799, 964.79, 31.37
3330, 15, -5, 1004, -910, -490, 147542, -69, -4, -798, 964.79, 31.37
3331, 7, 6, 1006, -472, -420, 138302, -73, 4, -789, 964.79, 31.37
3332, 9, 12, 1005, -857, -472, 120435, -69, 10, -789, 964.79, 31.37
3333, 27, 9, 1008, -1015, -262, 116182, -64, 15, -796, 964.78, 31.37
3334, 16, 10, 1005, -612, -105, 111335, -64, 15, -795, 964.78, 31.37
3335, 5, -14, 999, -542, -297, 107625, -66, 19, -795, 964.78, 31.37
3336, 0, -6, 1012, -280, -350, 105385, -67, 22, -781, 964.78, 31.37
3337, -5, -31, 1006, -1277, -52, 103250, -64, 33, -775, 964.81, 31.37
3338, -9, -35, 1007, -647, -175, 102427, -61, 37, -772, 964.81, 31.37
3339, -4, -48, 1005, -787, -227, 98560, -63, 42, -769, 964.81, 31.37
3340, 1, -33, 1006, -385, -332, 95182, -66, 48, -771, 964.81, 31.37
3341, 32, -50, 1005, -280, -297, 94955, -63, 49, -774, 964.83, 31.37
3342, 15, -4, 1005, -122, -315, 93922, -61, 54, -769, 964.83, 31.37
3343, -21, 12, 1004, 1067, -840, 81007, -64, 57, -762, 964.83, 31.37
3344, -12, 10, 1007, 1732, -1032, 74270, -67, 57, -763, 964.83, 31.37
3345, -8, 2, 1010, 717, -682, 70455, -69, 60, -763, 964.81, 31.37
3346, -10, 12, 1005, -577, -122, 65817, -70, 63, -762, 964.81, 31.37
3347, -25, 9, 1005, -297, -17, 59027, -66, 66, -759, 964.81, 31.37
3348, -23, 0, 1007, 35, -245, 52570, -55, 70, -762, 964.81, 31.37
3349, -17, 9, 1005, 227, -315, 39025, -58, 72, -765, 964.82, 31.37
3350, -25, 4, 1006, -52, -87, 33320, -64, 75, -762, 964.82, 31.37
3351, -21, 11, 1005, -122, -87, 28245, -67, 76, -753, 964.82, 31.37
3352, -14, 7, 1005, -227, 35, 22925, -67, 78, -748, 964.82, 31.37
3353, -10, 19, 1006, -315, -52, 17587, -66, 79, -750, 964.86, 31.37
3354, 0, 3, 1005, -210, -35, 12705, -61, 82, -759, 964.86, 31.37
3355, 4, 9, 1006, -420, 70, 1750, -61, 82, -763, 964.86, 31.37
3356, 6, -18, 1006, -560, 87, -350, -64, 84, -759, 964.86, 31.37
3357, 5, -18, 1005, -665, 227, -350, -64, 87, -751, 964.86, 31.37
3358, 6, -18, 1006, -542, 105, -402, -58, 82, -753, 964.86, 31.37
3359, 5, -20, 1004, -315, -17, -420, -61, 79, -754, 964.86, 31.37
3360, 5, -19, 1005, -210, 17, -437, -64, 81, -754, 964.86, 31.37
3361, 5, -18, 1005, -455, 87, -455, -58, 84, -759, 964.85, 31.37
3362, 6, -19, 1005, -315, 52, -472, -61, 79, -754, 964.85, 31.37
3363, 6, -19, 1005, -157, 52, -455, -69, 78, -763, 964.85, 31.37
3364, 5, -19, 1005, -52, -52, -437, -69, 79, -769, 964.85, 31.37
3365, 5, -19, 1006, -105, -52, -420, -63, 79, -756, 964.84, 31.37
3366, 6, -19, 1005, 52, -52, -402, -60, 79, -753, 964.84, 31.37
3367, 5, -18, 1005, -52, -35, -420, -63, 81, -748, 964.84, 31.37
3368, 5, -19, 1005, 35, -52, -402, -61, 81, -748, 964.84, 31.37
3369, 6, -19, 1005, 105, -105, -402, -58, 79, -750, 964.81, 31.37
3370, 6, -19, 1006, 70, -157, -385, -61, 79, -750, 964.81, 31.37
3371, 6, -19, 1005, 87, -140, -385, -63, 81, -759, 964.81, 31.37
3372, 5, -19, 1005, 17, -157, -385, -64, 87, -757, 964.81, 31.37
3373, 6, -18, 1005, 17, -122, -402, -64, 84, -756, 964.83, 31.37
3374, 6, -18, 1006, -17, -52, -367, -66, 78, -756, 964.83, 31.37
3375, 5, -18, 1005, -52, -52, -420, -66, 79, -750, 964.83, 31.37
3376, 6, -19, 1006, -35, -35, -385, -60, 82, -751, 964.83, 31.37
3377, 5, -18, 1006, -70, 35, -350, -60, 84, -751, 964.83, 31.37
3378, 5, -19, 1005, -122, -35, -367, -64, 87, -751, 964.83, 31.37
3379, 5, -18, 1006, -52, -35, -350, -67, 85, -751, 964.83, 31.37
3380, 5, -18, 1006, -52, -87, -332, -60, 76, -751, 964.83, 31.37
3381, 5, -18, 1005, -17, -122, -367, -58, 78, -750, 964.86, 31.37
3382, 5, -18, 1005, -35, -87, -402, -64, 84, -745, 964.86, 31.37
3383, 5, -18, 1005, 70, -175, -402, -63, 81, -744, 964.86, 31.37
3384, 6, -17, 1005, 70, -192, -402, -61, 75, -741, 964.86, 31.37
3385, 6, -18, 1006, -35, -140, -437, -63, 75, -753, 964.88, 31.37
3386, 6, -19, 1006, 87, -122, -420, -63, 78, -765, 964.88, 31.37
3387, 6, -18, 1006, 105, -122, -437, -61, 82, -754, 964.88, 31.37
3388, 6, -19, 1006, 70, -140, -437, -64, 82, -747, 964.88, 31.37
3389, 6, -19, 1005, 105, -122, -472, -64, 81, -748, 964.85, 31.38
3390, 6, -18, 1005, 17, -87, -420, -66, 81, -754, 964.85, 31.38
3391, 6, -18, 1006, 87, -140, -507, -66, 82, -757, 964.85, 31.38
3392, 5, -18, 1004, 157, -157, -560, -64, 82, -757, 964.85, 31.38
3393, -16, -34, 1004, -87, -157, -4130, -67, 82, -751, 964.81, 31.38
3394, 1, -22, 1004, 175, -350, -16397, -66, 85, -756, 964.81, 31.38
3395, 11, -14, 1006, 402, -385, -13755, -64, 82, -759, 964.81, 31.38
3396, 0, -23, 1006, 875, -945, -17027, -66, 78, -754, 964.81, 31.38
3397, 0, -25, 1005, 1505, -1592, -21402, -67, 76, -751, 964.82, 31.38
3398, 2, -21, 1006, 2327, -2222, -24080, -64, 76, -748, 964.82, 31.38
3399, 8, -17, 1006, 2432, -2082, -26232, -61, 75, -751, 964.82, 31.38
3400, 2, -22, 1005, 2082, -1750, -28577, -63, 72, -757, 964.82, 31.38
3401, 7, -17, 1006, 2205, -2205, -32077, -61, 67, -762, 964.88, 31.38
3402, 9, -13, 1005, 1102, -1137, -33022, -61, 72, -757, 964.88, 31.38
3403, 7, -18, 1006, 560, -402, -34667, -67, 75, -751, 964.88, 31.38
3404, -2, -18, 1006, -647, 367, -38412, -66, 69, -751, 964.88, 31.38
3405, -21, -32, 1007, -1767, 1347, -47215, -61, 64, -754, 964.83, 31.38
3406, -25, -44, 1005, -577, 350, -60602, -66, 63, -759, 964.83, 31.38
3407, -30, -42, 1005, -1225, 962, -86887, -64, 64, -757, 964.83, 31.38
3408, -12, -36, 1005, 1015, -787, -98980, -64, 66, -759, 964.83, 31.38
3409, 23, -32, 1007, 822, -542, -106172, -64, 60, -763, 964.84, 31.38
3410, 25, 26, 1005, -52, 525, -110530, -66, 55, -774, 964.84, 31.38
3411, 12, 17, 1008, -892, 752, -107677, -69, 51, -775, 964.84, 31.38
3412, -18, 2, 1010, -3517, 2940, -107887, -66, 45, -781, 964.84, 31.38
3413, -52, -16, 996, -3885, 3867, -107607, -63, 34, -783, 964.85, 31.38
3414, 0, 17, 1007, -402, 560, -105000, -67, 34, -778, 964.85, 31.38
3415, -51, 47, 1009, -507, 752, -109935, -73, 34, -778, 964.85, 31.38
3416, -70, 91, 1002, -560, 700, -125720, -70, 31, -777, 964.85, 31.38
3417, -3, 76, 1004, 87, 665, -139825, -66, 24, -780, 964.85, 31.38
3418, 30, 53, 1008, 350, 315, -144567, -63, 13, -784, 964.85, 31.38
3419, 82, 7, 1006, 402, 157, -123182, -63, 15, -784, 964.85, 31.38
3420, 43, 30, 1006, 175, 210, -108115, -72, 16, -789, 964.85, 31.38
3421, 11, 40, 1005, 245, 227, -105892, -78, 4, -796, 964.87, 31.38
3422, 40, 44, 1005, 490, 87, -102532, -78, -4, -796, 964.87, 31.38
