Time [10ms], Voltage [mV], SOC [0.1%], Current [100uA]
130410, 4083, 94, -70
130510, 4083, 94, -68
130610, 4083, 94, -68
130710, 4083, 94, -68
130810, 4083, 94, -68
130910, 4083, 94, -69
131010, 4083, 94, -69
131110, 4083, 94, -69
131210, 4083, 94, -69
131310, 4083, 94, -68
131410, 4083, 94, -68
131510, 4083, 94, -68
131610, 4083, 94, -68
131710, 4083, 94, -69
131810, 4083, 94, -69
131910, 4083, 94, -69
132010, 4083, 94, -69
132110, 4081, 94, -69
132210, 4081, 94, -69
132310, 4081, 94, -69
132410, 4081, 94, -69
134245, 4083, 94, -67
135558, 4081, 94, -69
136871, 4079, 94, -68
138189, 4079, 94, -67
139501, 4079, 94, -68
140813, 4079, 94, -67
142124, 4079, 94, -66
143437, 4077, 94, -69
144750, 4079, 94, -68
146064, 4077, 94, -67
147383, 4077, 94, -68
148695, 4077, 94, -68
150007, 4074, 94, -70
151319, 4074, 94, -70
152631, 4072, 93, -71
153944, 4074, 93, -69
155257, 4072, 93, -67
156572, 4072, 93, -68
157888, 4070, 93, -73
159203, 4072, 93, -67
160522, 4072, 93, -68
161835, 4070, 93, -69
163149, 4070, 93, -72
164462, 4068, 93, -77
165779, 4068, 93, -71
167094, 4066, 93, -70
168409, 4068, 93, -71
169725, 4066, 93, -70
171041, 4066, 93, -68
172360, 4066, 93, -69
173674, 4063, 93, -70
174987, 4063, 93, -69
176302, 4063, 92, -69
177618, 4061, 92, -70
178933, 4061, 92, -72
180248, 4061, 92, -74
181567, 4061, 92, -73
182880, 4059, 92, -72
184195, 4057, 92, -74
185509, 4059, 92, -71
186823, 4059, 92, -70
188138, 4059, 92, -71
189456, 4057, 92, -70
190769, 4055, 92, -79
192083, 4057, 92, -70
193396, 4057, 92, -70
194709, 4055, 92, -70
196022, 4055, 92, -75
197336, 4052, 92, -76
198652, 4052, 92, -76
199967, 4050, 91, -73
201281, 4044, 91, -100
202598, 4046, 91, -98
203917, 4048, 91, -79
205231, 4048, 91, -79
206544, 4048, 91, -79
207858, 4048, 91, -76
209173, 4048, 91, -76
210489, 4044, 91, -88
