Qi,Qj,Qk,Qs,,,,,,,,,
-0.095919,-0.080530,0.765121,0.631588,,,,,,,,,
-0.082018,-0.072467,0.769701,0.628953,,,,,,,,,
-0.069467,-0.063862,0.774461,0.625545,,,,,,,,,
-0.058045,-0.050759,0.778300,0.623140,,,,,,,,,
-0.047515,-0.035769,0.781971,0.620471,,,,,,,,,
-0.037331,-0.027384,0.786771,0.615506,,,,,,,,,
-0.030643,-0.021128,0.790289,0.611603,,,,,,,,,
-0.024741,-0.015933,0.793179,0.608277,,,,,,,,,
-0.020082,-0.010289,0.794536,0.606797,,,,,,,,,
-0.016085,-0.005861,0.795714,0.605431,,,,,,,,,
-0.014339,-0.002575,0.795822,0.605355,,,,,,,,,
-0.012660,-0.000902,0.795156,0.606272,,,,,,,,,
-0.009807,-0.000167,0.794398,0.607319,,,,,,,,,
-0.005955,0.000081,0.794137,0.607710,,,,,,,,,
-0.005138,0.002068,0.792365,0.610022,,,,,,,,,
-0.004790,0.004068,0.791029,0.611746,,,,,,,,,
-0.004068,0.004252,0.790973,0.611823,,,,,,,,,
-0.003877,0.003396,0.791149,0.611602,,,,,,,,,
-0.004873,0.003750,0.791250,0.611463,,,,,,,,,
-0.005548,0.003722,0.791804,0.610739,,,,,,,,,
-0.005873,0.004534,0.792564,0.609743,,,,,,,,,
-0.006214,0.005608,0.793865,0.608037,,,,,,,,,
-0.007036,0.007955,0.794778,0.606808,,,,,,,,,
-0.004807,0.007721,0.796565,0.604485,,,,,,,,,
-0.004190,0.008083,0.797248,0.603584,,,,,,,,,
-0.002135,0.007702,0.798653,0.601739,,,,,,,,,
-0.001580,0.006669,0.799152,0.601089,,,,,,,,,
-0.002318,0.006555,0.798811,0.601542,,,,,,,,,
-0.003097,0.007159,0.798179,0.602370,,,,,,,,,
-0.003234,0.007604,0.797522,0.603233,,,,,,,,,
-0.003064,0.008060,0.796252,0.604904,,,,,,,,,
-0.003900,0.009041,0.794764,0.606839,,,,,,,,,
-0.004457,0.009981,0.794043,0.607763,,,,,,,,,
-0.004761,0.011165,0.793256,0.608768,,,,,,,,,
-0.005727,0.012707,0.792531,0.609673,,,,,,,,,
-0.006304,0.013930,0.792132,0.610158,,,,,,,,,
-0.006330,0.014690,0.791656,0.610758,,,,,,,,,
-0.006092,0.015441,0.790977,0.611620,,,,,,,,,
-0.005336,0.015385,0.790647,0.612056,,,,,,,,,
-0.005406,0.015695,0.790567,0.612151,,,,,,,,,
-0.005351,0.015733,0.790570,0.612147,,,,,,,,,
-0.005604,0.016026,0.790561,0.612148,,,,,,,,,
-0.005353,0.016880,0.790957,0.611615,,,,,,,,,
-0.004758,0.017256,0.791197,0.611299,,,,,,,,,
-0.004820,0.016768,0.790985,0.611586,,,,,,,,,
-0.004703,0.016209,0.791032,0.611542,,,,,,,,,
-0.003733,0.015576,0.790856,0.611793,,,,,,,,,
-0.004584,0.015761,0.790796,0.611860,,,,,,,,,
-0.005201,0.016003,0.790710,0.611960,,,,,,,,,
-0.004570,0.015807,0.790997,0.611599,,,,,,,,,
-0.004249,0.014659,0.791523,0.610949,,,,,,,,,
-0.005004,0.014010,0.791510,0.610975,,,,,,,,,
-0.005152,0.014013,0.791396,0.611121,,,,,,,,,
-0.005279,0.013620,0.791108,0.611503,,,,,,,,,
-0.006144,0.013766,0.790844,0.611832,,,,,,,,,
-0.006477,0.013794,0.790900,0.611756,,,,,,,,,
-0.006581,0.013554,0.790733,0.611976,,,,,,,,,
-0.006418,0.012689,0.790325,0.612523,,,,,,,,,
-0.006490,0.011916,0.790241,0.612647,,,,,,,,,
-0.006899,0.011540,0.790074,0.612864,,,,,,,,,
-0.006769,0.010999,0.790029,0.612934,,,,,,,,,
-0.006842,0.010571,0.789961,0.613028,,,,,,,,,
-0.006856,0.010179,0.789908,0.613103,,,,,,,,,
-0.006831,0.009754,0.789871,0.613157,,,,,,,,,
-0.006784,0.009393,0.789871,0.613163,,,,,,,,,
-0.006330,0.008809,0.789842,0.613215,,,,,,,,,
-0.006267,0.008348,0.789619,0.613509,,,,,,,,,
-0.006153,0.007972,0.789426,0.613764,,,,,,,,,
-0.005770,0.007471,0.789202,0.614061,,,,,,,,,
-0.005558,0.007025,0.789124,0.614168,,,,,,,,,
-0.005036,0.006385,0.789127,0.614176,,,,,,,,,
-0.004583,0.005677,0.789124,0.614191,,,,,,,,,
-0.004327,0.005093,0.789113,0.614212,,,,,,,,,
-0.001678,0.005726,0.789882,0.613231,,,,,,,,,
-0.001990,0.005207,0.789936,0.613165,,,,,,,,,
-0.002089,0.005029,0.789940,0.613159,,,,,,,,,
-0.002131,0.006038,0.790146,0.612885,,,,,,,,,
-0.002267,0.005320,0.790212,0.612807,,,,,,,,,
-0.002351,0.005182,0.790200,0.612823,,,,,,,,,
-0.002443,0.005015,0.790210,0.612811,,,,,,,,,
-0.002542,0.004886,0.790219,0.612800,,,,,,,,,
-0.002707,0.004668,0.790221,0.612798,,,,,,,,,
-0.002908,0.004403,0.790230,0.612788,,,,,,,,,
-0.003031,0.004239,0.790235,0.612782,,,,,,,,,
-0.003072,0.004037,0.790231,0.612788,,,,,,,,,
-0.003178,0.003923,0.790227,0.612794,,,,,,,,,
-0.003338,0.003886,0.790228,0.612791,,,,,,,,,
-0.003448,0.003733,0.790231,0.612788,,,,,,,,,
-0.003406,0.003624,0.790233,0.612787,,,,,,,,,
-0.003444,0.003579,0.790234,0.612785,,,,,,,,,
-0.003403,0.003498,0.790236,0.612783,,,,,,,,,
-0.003362,0.003427,0.790237,0.612782,,,,,,,,,
-0.003394,0.003301,0.790231,0.612790,,,,,,,,,
-0.003500,0.003248,0.790232,0.612789,,,,,,,,,
-0.003529,0.003281,0.790234,0.612787,,,,,,,,,
-0.003529,0.003182,0.790235,0.612785,,,,,,,,,
-0.003529,0.003101,0.790236,0.612784,,,,,,,,,
-0.003521,0.003031,0.790230,0.612792,,,,,,,,,
-0.003465,0.003054,0.790232,0.612791,,,,,,,,,
-0.003426,0.003065,0.790233,0.612789,,,,,,,,,
-0.003455,0.003134,0.790234,0.612787,,,,,,,,,
-0.003475,0.003055,0.790236,0.612786,,,,,,,,,
-0.003560,0.003057,0.790237,0.612784,,,,,,,,,
-0.003497,0.003076,0.790238,0.612782,,,,,,,,,
-0.003584,0.003066,0.790232,0.612790,,,,,,,,,
-0.003574,0.003008,0.790233,0.612789,,,,,,,,,
-0.003640,0.003019,0.790234,0.612787,,,,,,,,,
-0.003695,0.003029,0.790235,0.612786,,,,,,,,,
-0.003737,0.003035,0.790236,0.612784,,,,,,,,,
-0.003634,0.003065,0.790237,0.612782,,,,,,,,,
-0.003631,0.003139,0.790239,0.612780,,,,,,,,,
-0.003612,0.003067,0.790240,0.612779,,,,,,,,,
-0.003614,0.003142,0.790234,0.612787,,,,,,,,,
-0.003590,0.003063,0.790235,0.612786,,,,,,,,,
-0.003659,0.003055,0.790236,0.612784,,,,,,,,,
-0.003709,0.003057,0.790237,0.612782,,,,,,,,,
-0.003756,0.003051,0.790238,0.612781,,,,,,,,,
-0.003662,0.003062,0.790240,0.612779,,,,,,,,,
-0.003646,0.003131,0.790241,0.612777,,,,,,,,,
-0.003641,0.003193,0.790243,0.612775,,,,,,,,,
-0.003643,0.003236,0.790244,0.612773,,,,,,,,,
-0.003563,0.003220,0.790245,0.612772,,,,,,,,,
-0.003623,0.003184,0.790246,0.612770,,,,,,,,,
-0.003629,0.003228,0.790248,0.612769,,,,,,,,,
-0.003554,0.003215,0.790249,0.612767,,,,,,,,,
-0.003492,0.003204,0.790250,0.612766,,,,,,,,,
-0.003572,0.003164,0.790251,0.612764,,,,,,,,,
-0.003514,0.003168,0.790253,0.612763,,,,,,,,,
-0.003458,0.003151,0.790254,0.612761,,,,,,,,,
-0.003464,0.003071,0.790255,0.612760,,,,,,,,,
-0.003477,0.003012,0.790249,0.612769,,,,,,,,,
-0.003495,0.003090,0.790250,0.612767,,,,,,,,,
-0.003524,0.003151,0.790251,0.612765,,,,,,,,,
-0.003541,0.003196,0.790252,0.612763,,,,,,,,,
-0.003620,0.003163,0.790246,0.612771,,,,,,,,,
-0.003594,0.003080,0.790247,0.612770,,,,,,,,,
-0.003575,0.003014,0.790241,0.612779,,,,,,,,,
-0.003565,0.002952,0.790235,0.612787,,,,,,,,,
-0.003513,0.002975,0.790229,0.612795,,,,,,,,,
-0.003515,0.002708,0.790185,0.612852,,,,,,,,,
-0.003863,0.003470,0.788960,0.614423,,,,,,,,,
-0.003456,0.002822,0.787659,0.616095,,,,,,,,,
-0.003153,0.002517,0.786509,0.617565,,,,,,,,,
-0.002839,0.001650,0.785653,0.618658,,,,,,,,,
-0.003853,0.000109,0.784659,0.619915,,,,,,,,,
-0.007038,-0.001417,0.783615,0.621205,,,,,,,,,
-0.009083,-0.002588,0.782669,0.622367,,,,,,,,,
-0.009104,-0.003329,0.781497,0.623833,,,,,,,,,
-0.007864,-0.003631,0.781208,0.624211,,,,,,,,,
-0.004682,-0.003310,0.781008,0.624495,,,,,,,,,
-0.002576,-0.001025,0.780798,0.624777,,,,,,,,,
-0.001579,0.001445,0.780264,0.625446,,,,,,,,,
-0.001489,0.004103,0.780217,0.625493,,,,,,,,,
-0.001473,0.005590,0.780499,0.625130,,,,,,,,,
-0.001268,0.006665,0.780808,0.624735,,,,,,,,,
-0.000807,0.008154,0.780770,0.624765,,,,,,,,,
-0.000506,0.009568,0.780373,0.625241,,,,,,,,,
-0.000272,0.010937,0.780386,0.625202,,,,,,,,,
-0.000725,0.011933,0.780470,0.625079,,,,,,,,,
-0.002850,0.013018,0.780563,0.624935,,,,,,,,,
-0.004053,0.012964,0.780735,0.624714,,,,,,,,,
-0.005539,0.013581,0.780577,0.624888,,,,,,,,,
-0.007073,0.014886,0.780623,0.624785,,,,,,,,,
-0.008563,0.016203,0.780988,0.624278,,,,,,,,,
-0.011948,0.018734,0.781474,0.623542,,,,,,,,,
-0.018402,0.024520,0.781624,0.622995,,,,,,,,,
-0.024550,0.030276,0.781289,0.622952,,,,,,,,,
-0.027161,0.033136,0.781680,0.622206,,,,,,,,,
-0.029479,0.036153,0.781611,0.622019,,,,,,,,,
-0.035178,0.042542,0.780927,0.622179,,,,,,,,,
-0.042979,0.051770,0.780572,0.621435,,,,,,,,,
-0.049302,0.059084,0.779723,0.621377,,,,,,,,,
-0.058469,0.066469,0.777295,0.622877,,,,,,,,,
-0.069283,0.074575,0.774295,0.624585,,,,,,,,,
-0.080032,0.082069,0.771389,0.625954,,,,,,,,,
-0.092782,0.089899,0.767760,0.627578,,,,,,,,,
-0.104669,0.097807,0.765149,0.627715,,,,,,,,,
-0.115854,0.104959,0.762734,0.627533,,,,,,,,,
-0.127703,0.112940,0.760210,0.626910,,,,,,,,,
-0.137896,0.121639,0.758602,0.625069,,,,,,,,,
-0.150029,0.131035,0.756157,0.623336,,,,,,,,,
-0.162425,0.139776,0.753738,0.621256,,,,,,,,,
-0.173480,0.147360,0.752100,0.618494,,,,,,,,,
-0.184120,0.155071,0.750771,0.615139,,,,,,,,,
-0.194779,0.162954,0.749080,0.611871,,,,,,,,,
-0.207399,0.171855,0.746498,0.608434,,,,,,,,,
-0.217361,0.178151,0.745224,0.604696,,,,,,,,,
-0.226509,0.183959,0.744398,0.600603,,,,,,,,,
-0.241719,0.191603,0.739788,0.597975,,,,,,,,,
-0.256105,0.197987,0.736483,0.593973,,,,,,,,,
-0.269241,0.203313,0.733725,0.589763,,,,,,,,,
-0.274921,0.207838,0.734915,0.584056,,,,,,,,,
-0.278691,0.212911,0.735680,0.579461,,,,,,,,,
-0.286023,0.218546,0.733821,0.576138,,,,,,,,,
-0.297380,0.223314,0.730455,0.572828,,,,,,,,,
-0.308701,0.226624,0.728033,0.568607,,,,,,,,,
-0.313834,0.229014,0.728715,0.563946,,,,,,,,,
-0.314049,0.230830,0.730067,0.561332,,,,,,,,,
-0.314972,0.232712,0.730090,0.560006,,,,,,,,,
-0.316369,0.234338,0.729735,0.559002,,,,,,,,,
-0.317089,0.233662,0.730501,0.557876,,,,,,,,,
-0.317872,0.232119,0.731294,0.557035,,,,,,,,,
-0.319553,0.230668,0.731837,0.555961,,,,,,,,,
-0.320331,0.230145,0.732924,0.554295,,,,,,,,,
-0.319890,0.229752,0.733969,0.553330,,,,,,,,,
-0.318288,0.228519,0.735677,0.552495,,,,,,,,,
-0.317331,0.226443,0.737415,0.551584,,,,,,,,,
-0.317292,0.224431,0.738915,0.550419,,,,,,,,,
-0.317083,0.222006,0.740430,0.549487,,,,,,,,,
-0.315974,0.219730,0.741951,0.548988,,,,,,,,,
-0.315386,0.219392,0.742630,0.548544,,,,,,,,,
-0.313845,0.218371,0.743728,0.548347,,,,,,,,,
-0.309929,0.215783,0.745460,0.549246,,,,,,,,,
-0.304538,0.210016,0.747676,0.551480,,,,,,,,,
-0.296868,0.203508,0.750731,0.553947,,,,,,,,,
-0.285491,0.195573,0.755584,0.556183,,,,,,,,,
-0.272169,0.187075,0.761048,0.558331,,,,,,,,,
-0.258007,0.178446,0.766005,0.561093,,,,,,,,,
-0.242636,0.168336,0.770455,0.564969,,,,,,,,,
-0.222207,0.156507,0.775235,0.570211,,,,,,,,,
-0.200500,0.147126,0.778886,0.575753,,,,,,,,,
-0.187535,0.139132,0.780892,0.579379,,,,,,,,,
-0.175102,0.130974,0.782470,0.583031,,,,,,,,,
-0.160929,0.121248,0.785080,0.585706,,,,,,,,,
-0.144950,0.111636,0.788368,0.587370,,,,,,,,,
-0.127390,0.101462,0.792615,0.587571,,,,,,,,,
-0.108048,0.090563,0.797945,0.586010,,,,,,,,,
-0.092579,0.078854,0.802482,0.584153,,,,,,,,,
-0.076466,0.067744,0.805259,0.584056,,,,,,,,,
-0.057389,0.054800,0.807400,0.584644,,,,,,,,,
-0.035039,0.041082,0.809188,0.585064,,,,,,,,,
-0.014464,0.024892,0.811835,0.583177,,,,,,,,,
0.014608,0.006053,0.815271,0.578864,,,,,,,,,
0.043916,-0.013673,0.817824,0.573627,,,,,,,,,
0.070488,-0.032323,0.818056,0.569887,,,,,,,,,
0.097225,-0.049004,0.816549,0.566915,,,,,,,,,
0.124009,-0.066708,0.814470,0.562859,,,,,,,,,
0.146381,-0.080368,0.810427,0.561535,,,,,,,,,
0.165901,-0.091503,0.806611,0.559895,,,,,,,,,
0.190715,-0.108788,0.802413,0.554911,,,,,,,,,
0.218183,-0.131619,0.796275,0.548652,,,,,,,,,
0.238354,-0.143465,0.789553,0.547002,,,,,,,,,
0.254752,-0.152395,0.783561,0.545810,,,,,,,,,
0.266987,-0.159149,0.778274,0.545600,,,,,,,,,
0.281881,-0.170611,0.771601,0.544120,,,,,,,,,
0.296429,-0.182912,0.764139,0.542922,,,,,,,,,
0.310492,-0.191503,0.756712,0.542502,,,,,,,,,
0.323256,-0.199047,0.749418,0.542456,,,,,,,,,
0.332070,-0.201172,0.743634,0.544305,,,,,,,,,
0.337988,-0.202438,0.739910,0.545267,,,,,,,,,
0.347955,-0.207985,0.734549,0.544157,,,,,,,,,
0.353113,-0.210961,0.730553,0.545068,,,,,,,,,
0.357353,-0.212453,0.727196,0.546214,,,,,,,,,
0.362967,-0.215630,0.723863,0.545694,,,,,,,,,
0.368203,-0.218023,0.720432,0.545775,,,,,,,,,
0.368680,-0.217072,0.718973,0.547752,,,,,,,,,
0.366043,-0.214027,0.719974,0.549403,,,,,,,,,
0.363624,-0.211415,0.721039,0.550621,,,,,,,,,
0.359519,-0.208893,0.722936,0.551792,,,,,,,,,
0.358072,-0.208118,0.723796,0.551897,,,,,,,,,
0.358839,-0.207841,0.723828,0.551462,,,,,,,,,
0.360176,-0.206945,0.723535,0.551312,,,,,,,,,
0.357203,-0.203069,0.724719,0.553129,,,,,,,,,
0.351272,-0.196962,0.726621,0.556629,,,,,,,,,
0.340840,-0.190174,0.730033,0.560994,,,,,,,,,
0.328412,-0.184463,0.734581,0.564366,,,,,,,,,
0.320150,-0.178879,0.737773,0.566742,,,,,,,,,
0.314821,-0.173725,0.739869,0.568596,,,,,,,,,
0.307673,-0.165515,0.741785,0.572448,,,,,,,,,
0.295093,-0.153196,0.744357,0.579124,,,,,,,,,
0.277099,-0.138833,0.747842,0.587090,,,,,,,,,
0.255726,-0.126539,0.752402,0.593703,,,,,,,,,
0.231573,-0.114870,0.757212,0.599840,,,,,,,,,
0.205781,-0.103722,0.761166,0.606237,,,,,,,,,
0.184437,-0.094167,0.764018,0.611058,,,,,,,,,
0.169020,-0.086964,0.766623,0.613318,,,,,,,,,
0.153885,-0.079570,0.768380,0.616101,,,,,,,,,
0.133783,-0.070829,0.769675,0.620231,,,,,,,,,
0.116644,-0.063135,0.771604,0.622122,,,,,,,,,
0.100645,-0.054679,0.772396,0.624728,,,,,,,,,
0.083617,-0.045390,0.772872,0.627388,,,,,,,,,
0.065121,-0.035729,0.772924,0.630136,,,,,,,,,
0.048013,-0.027102,0.774250,0.630474,,,,,,,,,
0.032759,-0.020558,0.776057,0.629476,,,,,,,,,
0.019235,-0.014965,0.777995,0.627798,,,,,,,,,
0.008759,-0.011124,0.778700,0.627237,,,,,,,,,
-0.000248,-0.007441,0.778829,0.627193,,,,,,,,,
-0.008416,-0.002714,0.778709,0.627323,,,,,,,,,
-0.010671,0.002675,0.779920,0.625782,,,,,,,,,
-0.010786,0.004998,0.781781,0.623440,,,,,,,,,
-0.010897,0.005104,0.783846,0.620838,,,,,,,,,
-0.012626,0.005751,0.784812,0.619579,,,,,,,,,
-0.014471,0.006742,0.785861,0.618198,,,,,,,,,
-0.014741,0.008105,0.787142,0.616542,,,,,,,,,
-0.011221,0.007938,0.788661,0.614675,,,,,,,,,
-0.007669,0.007136,0.789728,0.613367,,,,,,,,,
-0.004496,0.005389,0.790309,0.612668,,,,,,,,,
-0.001268,0.002669,0.790000,0.613099,,,,,,,,,
-0.001121,0.001706,0.788613,0.614886,,,,,,,,,
0.000291,-0.000391,0.787897,0.615807,,,,,,,,,
0.001737,-0.001399,0.787539,0.616261,,,,,,,,,
0.002429,-0.002543,0.787095,0.616822,,,,,,,,,
0.003135,-0.004113,0.786863,0.617106,,,,,,,,,
0.001991,-0.005249,0.786051,0.618136,,,,,,,,,
-0.001202,-0.005629,0.785308,0.619078,,,,,,,,,
-0.001149,-0.005309,0.786231,0.617908,,,,,,,,,
-0.001168,-0.006868,0.787338,0.616482,,,,,,,,,
-0.000202,-0.009276,0.788238,0.615300,,,,,,,,,
-0.000729,-0.009799,0.788561,0.614878,,,,,,,,,
0.000496,-0.010267,0.787993,0.615599,,,,,,,,,
0.002365,-0.011059,0.787537,0.616163,,,,,,,,,
0.003768,-0.012507,0.787415,0.616285,,,,,,,,,
0.004631,-0.014476,0.788173,0.615266,,,,,,,,,
0.005371,-0.016255,0.788932,0.614242,,,,,,,,,
0.006624,-0.016464,0.789224,0.613849,,,,,,,,,
0.004494,-0.015033,0.788556,0.614763,,,,,,,,,
0.005138,-0.015399,0.788429,0.614911,,,,,,,,,
0.005850,-0.016347,0.788151,0.615237,,,,,,,,,
0.006907,-0.016516,0.788500,0.614774,,,,,,,,,
0.008535,-0.017324,0.788586,0.614621,,,,,,,,,
0.006161,-0.015721,0.786859,0.616902,,,,,,,,,
0.004912,-0.016196,0.786602,0.617228,,,,,,,,,
0.001959,-0.015473,0.785520,0.618639,,,,,,,,,
0.000696,-0.014779,0.784926,0.619413,,,,,,,,,
0.002165,-0.016000,0.785911,0.618129,,,,,,,,,
0.003988,-0.017402,0.786067,0.617883,,,,,,,,,
0.002627,-0.017322,0.784899,0.619376,,,,,,,,,
0.000662,-0.016730,0.783724,0.620883,,,,,,,,,
-0.000583,-0.016817,0.782741,0.622120,,,,,,,,,
-0.001260,-0.017251,0.782691,0.622170,,,,,,,,,
-0.003347,-0.017328,0.782521,0.622373,,,,,,,,,
-0.006249,-0.016955,0.781879,0.623168,,,,,,,,,
-0.008435,-0.017534,0.781424,0.623697,,,,,,,,,
-0.010268,-0.014794,0.780398,0.625024,,,,,,,,,
-0.009372,-0.015104,0.781069,0.624192,,,,,,,,,
-0.010013,-0.015208,0.780459,0.624942,,,,,,,,,
-0.009707,-0.013422,0.780270,0.625223,,,,,,,,,
-0.008440,-0.013018,0.780304,0.625208,,,,,,,,,
-0.009483,-0.010297,0.778916,0.626972,,,,,,,,,
-0.007917,-0.006166,0.778524,0.627535,,,,,,,,,
-0.004724,-0.001926,0.778042,0.628191,,,,,,,,,
-0.004716,-0.001574,0.777897,0.628372,,,,,,,,,
-0.004581,-0.001387,0.777732,0.628577,,,,,,,,,
-0.004085,-0.001173,0.776747,0.629798,,,,,,,,,
-0.003617,-0.000827,0.775299,0.631584,,,,,,,,,
-0.003579,-0.000033,0.774190,0.632943,,,,,,,,,
-0.003688,0.000504,0.773226,0.634119,,,,,,,,,
-0.003522,-0.000165,0.772697,0.634765,,,,,,,,,
-0.003385,-0.000012,0.772245,0.635316,,,,,,,,,
-0.003074,0.000034,0.771219,0.636563,,,,,,,,,
-0.003595,0.000475,0.770655,0.637242,,,,,,,,,
-0.003644,0.000786,0.770634,0.637268,,,,,,,,,
-0.003618,0.000956,0.770631,0.637270,,,,,,,,,
-0.003625,0.001106,0.770629,0.637272,,,,,,,,,
-0.003584,0.001284,0.770628,0.637274,,,,,,,,,
-0.003510,0.001598,0.770625,0.637278,,,,,,,,,
-0.003563,0.001868,0.770623,0.637279,,,,,,,,,
-0.003542,0.002046,0.770615,0.637288,,,,,,,,,
-0.003473,0.002257,0.770615,0.637287,,,,,,,,,
-0.003409,0.002441,0.770616,0.637286,,,,,,,,,
-0.003357,0.002592,0.770609,0.637294,,,,,,,,,
-0.003380,0.002638,0.770602,0.637302,,,,,,,,,
-0.003390,0.002668,0.770603,0.637300,,,,,,,,,
-0.003347,0.002771,0.770605,0.637299,,,,,,,,,
-0.003364,0.002790,0.770606,0.637297,,,,,,,,,
-0.003313,0.002886,0.770607,0.637295,,,,,,,,,
-0.003330,0.002877,0.770609,0.637293,,,,,,,,,
-0.003291,0.002948,0.770610,0.637292,,,,,,,,,
-0.003260,0.003006,0.770611,0.637290,,,,,,,,,
-0.003241,0.003046,0.770613,0.637288,,,,,,,,,
-0.003286,0.003005,0.770614,0.637286,,,,,,,,,
-0.003249,0.002912,0.770616,0.637285,,,,,,,,,
-0.003225,0.002963,0.770609,0.637293,,,,,,,,,
-0.003266,0.002946,0.770603,0.637301,,,,,,,,,
-0.003312,0.003065,0.770604,0.637299,,,,,,,,,
-0.003337,0.003028,0.770605,0.637297,,,,,,,,,
-0.003364,0.002991,0.770606,0.637296,,,,,,,,,
-0.003325,0.003033,0.770608,0.637294,,,,,,,,,
-0.003295,0.003081,0.770602,0.637301,,,,,,,,,
-0.003330,0.003048,0.770603,0.637300,,,,,,,,,
-0.003344,0.003008,0.770604,0.637298,,,,,,,,,
-0.003356,0.002976,0.770598,0.637306,,,,,,,,,
-0.003320,0.003035,0.770599,0.637304,,,,,,,,,
-0.003416,0.003064,0.770600,0.637302,,,,,,,,,
-0.003420,0.003013,0.770594,0.637310,,,,,,,,,
-0.003444,0.003112,0.770595,0.637308,,,,,,,,,
-0.003443,0.003067,0.770597,0.637307,,,,,,,,,
-0.003383,0.003102,0.770590,0.637314,,,,,,,,,
-0.003394,0.003058,0.770592,0.637313,,,,,,,,,
-0.003404,0.003023,0.770593,0.637311,,,,,,,,,
-0.003411,0.002994,0.770595,0.637309,,,,,,,,,
-0.003349,0.003037,0.770596,0.637308,,,,,,,,,
-0.003361,0.003013,0.770590,0.637316,,,,,,,,,
-0.003374,0.003106,0.770591,0.637313,,,,,,,,,
-0.003333,0.003127,0.770593,0.637312,,,,,,,,,
-0.003294,0.003151,0.770594,0.637310,,,,,,,,,
-0.003269,0.003163,0.770596,0.637308,,,,,,,,,
-0.003242,0.003180,0.770597,0.637306,,,,,,,,,
-0.003220,0.003194,0.770599,0.637304,,,,,,,,,
-0.003270,0.003139,0.770600,0.637303,,,,,,,,,
-0.003243,0.003161,0.770594,0.637310,,,,,,,,,
-0.003281,0.003105,0.770587,0.637318,,,,,,,,,
-0.003259,0.003140,0.770589,0.637316,,,,,,,,,
-0.003294,0.003088,0.770590,0.637315,,,,,,,,,
-0.003329,0.003039,0.770592,0.637313,,,,,,,,,
-0.003423,0.003066,0.770593,0.637311,,,,,,,,,
-0.003499,0.003089,0.770586,0.637319,,,,,,,,,
-0.003488,0.003047,0.770588,0.637317,,,,,,,,,
-0.003419,0.003086,0.770589,0.637315,,,,,,,,,
-0.003424,0.003045,0.770583,0.637323,,,,,,,,,
-0.003366,0.003084,0.770585,0.637321,,,,,,,,,
-0.003381,0.003043,0.770578,0.637329,,,,,,,,,
-0.003393,0.003010,0.770572,0.637337,,,,,,,,,
-0.003395,0.002977,0.770574,0.637335,,,,,,,,,
-0.003483,0.003009,0.770575,0.637333,,,,,,,,,
-0.003487,0.003115,0.770576,0.637331,,,,,,,,,
-0.003471,0.003061,0.770578,0.637329,,,,,,,,,
-0.003465,0.003024,0.770579,0.637327,,,,,,,,,
-0.003468,0.003001,0.770581,0.637326,,,,,,,,,
-0.003536,0.003035,0.770582,0.637324,,,,,,,,,
-0.003464,0.003069,0.770584,0.637322,,,,,,,,,
-0.003399,0.003090,0.770578,0.637329,,,,,,,,,
-0.003348,0.003121,0.770580,0.637327,,,,,,,,,
-0.003366,0.003073,0.770581,0.637326,,,,,,,,,
-0.003388,0.003041,0.770575,0.637333,,,,,,,,,
-0.003472,0.003068,0.770568,0.637341,,,,,,,,,
-0.003472,0.003023,0.770562,0.637348,,,,,,,,,
-0.003407,0.003066,0.770564,0.637346,,,,,,,,,
-0.003425,0.003161,0.770558,0.637353,,,,,,,,,
-0.003368,0.003178,0.770560,0.637351,,,,,,,,,
-0.003323,0.003193,0.770561,0.637349,,,,,,,,,
-0.003346,0.003131,0.770563,0.637348,,,,,,,,,
-0.003356,0.003074,0.770557,0.637355,,,,,,,,,
-0.003312,0.003108,0.770551,0.637363,,,,,,,,,
-0.003337,0.003062,0.770552,0.637361,,,,,,,,,
-0.003357,0.003025,0.770554,0.637359,,,,,,,,,
-0.003328,0.003067,0.770556,0.637357,,,,,,,,,
-0.003295,0.003094,0.770550,0.637364,,,,,,,,,
-0.003317,0.003059,0.770551,0.637362,,,,,,,,,
-0.003267,0.002949,0.770553,0.637361,,,,,,,,,
-0.003301,0.002934,0.770555,0.637359,,,,,,,,,
-0.003407,0.002974,0.770548,0.637366,,,,,,,,,
-0.003354,0.003026,0.770550,0.637364,,,,,,,,,
-0.003370,0.002996,0.770552,0.637362,,,,,,,,,
-0.003390,0.002964,0.770553,0.637360,,,,,,,,,
-0.003340,0.003018,0.770547,0.637367,,,,,,,,,
-0.003424,0.003043,0.770541,0.637374,,,,,,,,,
-0.003367,0.003083,0.770543,0.637372,,,,,,,,,
-0.003328,0.003107,0.770545,0.637370,,,,,,,,,
-0.003355,0.003053,0.770546,0.637368,,,,,,,,,
-0.003378,0.003011,0.770548,0.637366,,,,,,,,,
-0.003336,0.003049,0.770550,0.637364,,,,,,,,,
-0.003296,0.003087,0.770552,0.637361,,,,,,,,,
-0.003316,0.003039,0.770553,0.637360,,,,,,,,,
-0.003339,0.003006,0.770555,0.637358,,,,,,,,,
-0.003351,0.002973,0.770557,0.637356,,,,,,,,,
-0.003308,0.003026,0.770558,0.637354,,,,,,,,,
-0.003334,0.002996,0.770560,0.637352,,,,,,,,,
-0.003300,0.003036,0.770562,0.637350,,,,,,,,,
-0.003266,0.003076,0.770563,0.637348,,,,,,,,,
-0.003300,0.003037,0.770565,0.637346,,,,,,,,,
-0.003327,0.002992,0.770566,0.637344,,,,,,,,,
